beta,loglik,logprior,logpost,posterior_weight
0.010000000000000004,-15045.398629186431,0.0,-15045.398629186431,0.0
0.010030017270764148,-15044.447150314234,0.0,-15044.447150314234,0.0
0.010060124645182704,-15043.4924306582,0.0,-15043.4924306582,0.0
0.010090322393722262,-15042.534457760408,0.0,-15042.534457760408,0.0
0.010120610787661247,-15041.57321910826,0.0,-15041.57321910826,0.0
0.01015099009909242,-15040.608702125608,0.0,-15040.608702125608,0.0
0.01018146060092528,-15039.64089418213,0.0,-15039.64089418213,0.0
0.010212022566888532,-15038.669782597091,0.0,-15038.669782597091,0.0
0.010242676271532516,-15037.695354613124,0.0,-15037.695354613124,0.0
0.010273421990231723,-15036.717597432116,0.0,-15036.717597432116,0.0
0.01030425999918723,-15035.736498181863,0.0,-15035.736498181863,0.0
0.010335190575429214,-15034.7520439388,0.0,-15034.7520439388,0.0
0.010366213996819381,-15033.764221711053,0.0,-15033.764221711053,0.0
0.01039733054205354,-15032.773018451751,0.0,-15032.773018451751,0.0
0.010428540490664051,-15031.778421054196,0.0,-15031.778421054196,0.0
0.010459844123022371,-15030.780416346759,0.0,-15030.780416346759,0.0
0.010491241720341521,-15029.778991090567,0.0,-15029.778991090567,0.0
0.010522733564678676,-15028.774132003995,0.0,-15028.774132003995,0.0
0.010554319938937667,-15027.765825711473,0.0,-15027.765825711473,0.0
0.010586001126871516,-15026.75405881082,0.0,-15026.75405881082,0.0
0.010617777413085009,-15025.738817806112,0.0,-15025.738817806112,0.0
0.010649649083037206,-15024.720089154616,0.0,-15024.720089154616,0.0
0.01068161642304407,-15023.697859239559,0.0,-15023.697859239559,0.0
0.010713679720280993,-15022.672114392759,0.0,-15022.672114392759,0.0
0.010745839262785401,-15021.642840868386,0.0,-15021.642840868386,0.0
0.0107780953394593,-15020.610024862674,0.0,-15020.610024862674,0.0
0.010810448240071931,-15019.573652503652,0.0,-15019.573652503652,0.0
0.01084289825526233,-15018.53370985266,0.0,-15018.53370985266,0.0
0.010875445676541967,-15017.490182903955,0.0,-15017.490182903955,0.0
0.010908090796297317,-15016.443057590695,0.0,-15016.443057590695,0.0
0.010940833907792548,-15015.392319768669,0.0,-15015.392319768669,0.0
0.01097367530517212,-15014.337955237996,0.0,-15014.337955237996,0.0
