true_eta,scheme,prior_family,prior_strength,eta,posterior_weight
0.0,aggregate_monthly,spike_slab,strong,2.75,0.007781691982794038
0.0,aggregate_monthly,spike_slab,strong,3.0,0.033348922687978656
0.0,aggregate_monthly,spike_slab,strong,3.25,0.0016250083096020856
0.0,aggregate_monthly,spike_slab,strong,3.5,0.021457147764633464
0.0,group_weekly,half_normal,weak,0.0,0.25451958156934346
0.0,group_weekly,half_normal,weak,0.25,0.13871521167820788
0.0,group_weekly,half_normal,weak,0.5,0.18745572138643193
0.0,group_weekly,half_normal,weak,0.75,0.133593699857493
0.0,group_weekly,half_normal,weak,1.0,0.05151974937304617
0.0,group_weekly,half_normal,weak,1.25,0.11210092800079206
0.0,group_weekly,half_normal,weak,1.5,2.4036570319909696e-15
0.0,group_weekly,half_normal,weak,1.75,1.2810896002067734e-15
0.0,group_weekly,half_normal,weak,2.0,0.02118018022672947
0.0,group_weekly,half_normal,weak,2.25,0.0029182864979697245
0.0,group_weekly,half_normal,weak,2.5,0.0025040086444902865
0.0,group_weekly,half_normal,weak,2.75,0.027420293432293994
0.0,group_weekly,half_normal,weak,3.0,0.06666666666666667
0.0,group_weekly,half_normal,weak,3.25,0.001403834672552716
0.0,group_weekly,half_normal,weak,3.5,1.8379939789866246e-6
0.0,group_weekly,half_normal,moderate,0.0,0.2742229201717333
0.0,group_weekly,half_normal,moderate,0.25,0.14572572997402114
0.0,group_weekly,half_normal,moderate,0.5,0.1910839737796441
0.0,group_weekly,half_normal,moderate,0.75,0.1298995514185561
0.0,group_weekly,half_normal,moderate,1.0,0.050343731086356175
0.0,group_weekly,half_normal,moderate,1.25,0.09707677059858434
0.0,group_weekly,half_normal,moderate,1.5,1.792499207319388e-15
0.0,group_weekly,half_normal,moderate,1.75,1.2817916876153423e-15
0.0,group_weekly,half_normal,moderate,2.0,0.016784858365059205
0.0,group_weekly,half_normal,moderate,2.25,0.0017717106829692058
0.0,group_weekly,half_normal,moderate,2.5,0.0014242186619116933
0.0,group_weekly,half_normal,moderate,2.75,0.024244173408561377
0.0,group_weekly,half_normal,moderate,3.0,0.06666666666666667
0.0,group_weekly,half_normal,moderate,3.25,0.0007553593350012966
0.0,group_weekly,half_normal,moderate,3.5,3.358509323399713e-7
0.0,group_weekly,half_normal,strong,0.0,0.34059392639022906
0.0,group_weekly,half_normal,strong,0.25,0.16807485510007317
0.0,group_weekly,half_normal,strong,0.5,0.1963489293506509
0.0,group_weekly,half_normal,strong,0.75,0.10974758945887021
0.0,group_weekly,half_normal,strong,1.0,0.05970411989917463
0.0,group_weekly,half_normal,strong,1.25,0.04982013064778095
0.0,group_weekly,half_normal,strong,1.5,5.112770135404219e-16
0.0,group_weekly,half_normal,strong,1.75,1.486677211721957e-15
0.0,group_weekly,half_normal,strong,2.0,0.006035605059653877
0.0,group_weekly,half_normal,strong,2.25,0.0003561301971058102
0.0,group_weekly,half_normal,strong,2.5,0.0001637334114737528
0.0,group_weekly,half_normal,strong,2.75,0.002477847535373459
0.0,group_weekly,half_normal,strong,3.0,0.06666666666666667
0.0,group_weekly,half_normal,strong,3.25,1.0466043926334817e-5
0.0,group_weekly,half_normal,strong,3.5,2.390191501839921e-10
0.0,group_weekly,exponential,weak,0.0,0.2884859032283591
0.0,group_weekly,exponential,weak,0.25,0.145368020287615
0.0,group_weekly,exponential,weak,0.5,0.18357654671495965
0.0,group_weekly,exponential,weak,0.75,0.12295754574505297
0.0,group_weekly,exponential,weak,1.0,0.04634951418910067
0.0,group_weekly,exponential,weak,1.25,0.09604784362883964
0.0,group_weekly,exponential,weak,1.5,1.8341789179049996e-15
0.0,group_weekly,exponential,weak,1.75,1.067002661650954e-15
0.0,group_weekly,exponential,weak,2.0,0.01783781640727704
0.0,group_weekly,exponential,weak,2.25,0.0022899741057346096
0.0,group_weekly,exponential,weak,2.5,0.0020030537606634336
0.0,group_weekly,exponential,weak,2.75,0.0270276697347535
0.0,group_weekly,exponential,weak,3.0,0.06666666666666667
0.0,group_weekly,exponential,weak,3.25,0.0013879594707540937
0.0,group_weekly,exponential,weak,3.5,1.4860602208489379e-6
0.0,group_weekly,exponential,moderate,0.0,0.3719056632663722
0.0,group_weekly,exponential,moderate,0.25,0.1584378036334401
0.0,group_weekly,exponential,moderate,0.5,0.1713223572439664
0.0,group_weekly,exponential,moderate,0.75,0.09774432673116897
0.0,group_weekly,exponential,moderate,1.0,0.036588803808625704
0.0,group_weekly,exponential,moderate,1.25,0.06059833515837043
0.0,group_weekly,exponential,moderate,1.5,8.131900668417824e-16
0.0,group_weekly,exponential,moderate,1.75,9.155159344790316e-16
0.0,group_weekly,exponential,moderate,2.0,0.010295252220175811
0.0,group_weekly,exponential,moderate,2.25,0.0011032442568628476
0.0,group_weekly,exponential,moderate,2.5,0.0009562478675440723
0.0,group_weekly,exponential,moderate,2.75,0.02351476113581227
0.0,group_weekly,exponential,moderate,3.0,0.06666666666666667
0.0,group_weekly,exponential,moderate,3.25,0.0008662811864157754
0.0,group_weekly,exponential,moderate,3.5,2.568245769098336e-7
0.0,group_weekly,exponential,strong,0.0,0.48563969761918063
0.0,group_weekly,exponential,strong,0.25,0.16444526323912628
0.0,group_weekly,exponential,strong,0.5,0.14144285577596613
0.0,group_weekly,exponential,strong,0.75,0.06322318982708598
0.0,group_weekly,exponential,strong,1.0,0.03140850674161345
0.0,group_weekly,exponential,strong,1.25,0.026350656057856144
0.0,group_weekly,exponential,strong,1.5,2.2688282618620613e-16
0.0,group_weekly,exponential,strong,1.75,1.087040405168655e-15
0.0,group_weekly,exponential,strong,2.0,0.005864459539261488
0.0,group_weekly,exponential,strong,2.25,0.0005724114559721041
0.0,group_weekly,exponential,strong,2.5,0.0004522350991955878
0.0,group_weekly,exponential,strong,2.75,0.013629246413455177
0.0,group_weekly,exponential,strong,3.0,0.06666666666666667
0.0,group_weekly,exponential,strong,3.25,0.0003047958492877104
0.0,group_weekly,exponential,strong,3.5,1.571533134643749e-8
0.0,group_weekly,spike_slab,weak,0.0,0.4704646219846982
0.0,group_weekly,spike_slab,weak,0.25,0.09533096356712206
0.0,group_weekly,spike_slab,weak,0.5,0.12862887647388926
0.0,group_weekly,spike_slab,weak,0.75,0.08814669039335189
0.0,group_weekly,spike_slab,weak,1.0,0.03423244654698546
0.0,group_weekly,spike_slab,weak,1.25,0.07320884786331001
0.0,group_weekly,spike_slab,weak,1.5,9.673334535593128e-16
0.0,group_weekly,spike_slab,weak,1.75,8.308066238874645e-16
0.0,group_weekly,spike_slab,weak,2.0,0.012725614712350777
0.0,group_weekly,spike_slab,weak,2.25,0.0017517835279375021
0.0,group_weekly,spike_slab,weak,2.5,0.001416801598527991
0.0,group_weekly,spike_slab,weak,2.75,0.02632844293967921
0.0,group_weekly,spike_slab,weak,3.0,0.06666666666666667
0.0,group_weekly,spike_slab,weak,3.25,0.0010976649504245838
0.0,group_weekly,spike_slab,weak,3.5,5.78775054669784e-7
0.0,group_weekly,spike_slab,moderate,0.0,0.6766811954217898
0.0,group_weekly,spike_slab,moderate,0.25,0.048562957064634954
0.0,group_weekly,spike_slab,moderate,0.5,0.06654878117717386
0.0,group_weekly,spike_slab,moderate,0.75,0.045545449904510434
0.0,group_weekly,spike_slab,moderate,1.0,0.01912819565283664
0.0,group_weekly,spike_slab,moderate,1.25,0.03980736694852797
0.0,group_weekly,spike_slab,moderate,1.5,3.7702153287436295e-16
0.0,group_weekly,spike_slab,moderate,1.75,6.136860052342379e-16
0.0,group_weekly,spike_slab,moderate,2.0,0.007544231623682752
0.0,group_weekly,spike_slab,moderate,2.25,0.0011480844817390809
0.0,group_weekly,spike_slab,moderate,2.5,0.0009731001571503459
0.0,group_weekly,spike_slab,moderate,2.75,0.026296168872814583
0.0,group_weekly,spike_slab,moderate,3.0,0.06666666666666667
0.0,group_weekly,spike_slab,moderate,3.25,0.001097515008587427
0.0,group_weekly,spike_slab,moderate,3.5,2.8701988450431356e-7
0.0,group_weekly,spike_slab,strong,0.0,0.8067803673049457
0.0,group_weekly,spike_slab,strong,0.25,0.019810461053662395
0.0,group_weekly,spike_slab,strong,0.5,0.027521577965105095
0.0,group_weekly,spike_slab,strong,0.75,0.01894808452604914
0.0,group_weekly,spike_slab,strong,1.0,0.009341634771676356
0.0,group_weekly,spike_slab,strong,1.25,0.017253630565818585
0.0,group_weekly,spike_slab,strong,1.5,1.3814201311079885e-16
0.0,group_weekly,spike_slab,strong,1.75,5.237605170639859e-16
0.0,group_weekly,spike_slab,strong,2.0,0.00482694211738824
0.0,group_weekly,spike_slab,strong,2.25,0.0007537748813835447
0.0,group_weekly,spike_slab,strong,2.5,0.0007238172246234043
0.0,group_weekly,spike_slab,strong,2.75,0.026275500235652945
0.0,group_weekly,spike_slab,strong,3.0,0.06666666666666667
0.0,group_weekly,spike_slab,strong,3.25,0.001097414344456149
0.0,group_weekly,spike_slab,strong,3.5,1.2834257100696264e-7
2.5,aggregate_daily,half_normal,weak,0.0,0.07937715918246996
2.5,aggregate_daily,half_normal,weak,0.25,0.0876711175900641
2.5,aggregate_daily,half_normal,weak,0.5,0.07394243654702394
2.5,aggregate_daily,half_normal,weak,0.75,0.0819434178247835
2.5,aggregate_daily,half_normal,weak,1.0,0.05998176802830509
2.5,aggregate_daily,half_normal,weak,1.25,0.1028647206773486
2.5,aggregate_daily,half_normal,weak,1.5,9.992953240274334e-5
2.5,aggregate_daily,half_normal,weak,1.75,0.00010066557004809637
2.5,aggregate_daily,half_normal,weak,2.0,0.06604275778750529
2.5,aggregate_daily,half_normal,weak,2.25,0.09473725781207622
2.5,aggregate_daily,half_normal,weak,2.5,0.1973252994285496
2.5,aggregate_daily,half_normal,weak,2.75,0.09715354846359789
2.5,aggregate_daily,half_normal,weak,3.0,5.611842165993912e-8
2.5,aggregate_daily,half_normal,weak,3.25,0.029380693308981833
2.5,aggregate_daily,half_normal,weak,3.5,0.0293791721284215
2.5,aggregate_daily,half_normal,moderate,0.0,0.10726385248473254
2.5,aggregate_daily,half_normal,moderate,0.25,0.11716209632815544
2.5,aggregate_daily,half_normal,moderate,0.5,0.10256380344853228
2.5,aggregate_daily,half_normal,moderate,0.75,0.10602081942214311
2.5,aggregate_daily,half_normal,moderate,1.0,0.09193068586922501
2.5,aggregate_daily,half_normal,moderate,1.25,0.10844890206786899
2.5,aggregate_daily,half_normal,moderate,1.5,0.00012370631739059296
2.5,aggregate_daily,half_normal,moderate,1.75,0.00014662806194910174
2.5,aggregate_daily,half_normal,moderate,2.0,0.06286022453798733
2.5,aggregate_daily,half_normal,moderate,2.25,0.0677672686711535
2.5,aggregate_daily,half_normal,moderate,2.5,0.13422598492869184
2.5,aggregate_daily,half_normal,moderate,2.75,0.07138595412261349
2.5,aggregate_daily,half_normal,moderate,3.0,3.39593256559897e-8
2.5,aggregate_daily,half_normal,moderate,3.25,0.01451820366145219
2.5,aggregate_daily,half_normal,moderate,3.5,0.015581836118778917
2.5,aggregate_daily,half_normal,strong,0.0,0.19432562488075933
2.5,aggregate_daily,half_normal,strong,0.25,0.20099005307707202
2.5,aggregate_daily,half_normal,strong,0.5,0.18662465249474458
2.5,aggregate_daily,half_normal,strong,0.75,0.1450181052860687
2.5,aggregate_daily,half_normal,strong,1.0,0.1625832859678122
2.5,aggregate_daily,half_normal,strong,1.25,0.07065299777469829
2.5,aggregate_daily,half_normal,strong,1.5,0.00010025978802536347
2.5,aggregate_daily,half_normal,strong,1.75,0.000122299375971741
2.5,aggregate_daily,half_normal,strong,2.0,0.015827989624794814
2.5,aggregate_daily,half_normal,strong,2.25,0.006552021946309667
2.5,aggregate_daily,half_normal,strong,2.5,0.012044643559461816
2.5,aggregate_daily,half_normal,strong,2.75,0.0048513327767146725
2.5,aggregate_daily,half_normal,strong,3.0,5.02794964152473e-10
2.5,aggregate_daily,half_normal,strong,3.25,0.0001787366665641403
2.5,aggregate_daily,half_normal,strong,3.5,0.00012799627820775508
2.5,aggregate_daily,exponential,weak,0.0,0.10132929439022827
2.5,aggregate_daily,exponential,weak,0.25,0.10350092534069967
2.5,aggregate_daily,exponential,weak,0.5,0.08316173469748347
2.5,aggregate_daily,exponential,weak,0.75,0.08610267177058777
2.5,aggregate_daily,exponential,weak,1.0,0.06415716374116401
2.5,aggregate_daily,exponential,weak,1.25,0.09548113799402375
2.5,aggregate_daily,exponential,weak,1.5,9.716576319244836e-5
2.5,aggregate_daily,exponential,weak,1.75,0.00010134393587794336
2.5,aggregate_daily,exponential,weak,2.0,0.060656725834632066
2.5,aggregate_daily,exponential,weak,2.25,0.08249126647068604
2.5,aggregate_daily,exponential,weak,2.5,0.1750099556351852
2.5,aggregate_daily,exponential,weak,2.75,0.09083232657825913
2.5,aggregate_daily,exponential,weak,3.0,5.3581328145462504e-8
2.5,aggregate_daily,exponential,weak,3.25,0.027921541121757876
2.5,aggregate_daily,exponential,weak,3.5,0.029156693144894268
2.5,aggregate_daily,exponential,moderate,0.0,0.18160750436228457
2.5,aggregate_daily,exponential,moderate,0.25,0.1579330119160463
2.5,aggregate_daily,exponential,moderate,0.5,0.11891697533803867
2.5,aggregate_daily,exponential,moderate,0.75,0.10068020626076221
2.5,aggregate_daily,exponential,moderate,1.0,0.09052140330977397
2.5,aggregate_daily,exponential,moderate,1.25,0.07579611071914266
2.5,aggregate_daily,exponential,moderate,1.5,9.081839596052276e-5
2.5,aggregate_daily,exponential,moderate,1.75,0.00012260214577076867
2.5,aggregate_daily,exponential,moderate,2.0,0.04321030554650313
2.5,aggregate_daily,exponential,moderate,2.25,0.0436842240366284
2.5,aggregate_daily,exponential,moderate,2.5,0.09372263053186516
2.5,aggregate_daily,exponential,moderate,2.75,0.06040245011467526
2.5,aggregate_daily,exponential,moderate,3.0,3.215481052615331e-8
2.5,aggregate_daily,exponential,moderate,3.25,0.014722632070745438
2.5,aggregate_daily,exponential,moderate,3.5,0.018589093096992335
2.5,aggregate_daily,exponential,strong,0.0,0.30627169543334887
2.5,aggregate_daily,exponential,strong,0.25,0.21532637123260306
2.5,aggregate_daily,exponential,strong,0.5,0.14861099776717562
2.5,aggregate_daily,exponential,strong,0.75,0.0899282970110749
2.5,aggregate_daily,exponential,strong,1.0,0.10868292775546293
2.5,aggregate_daily,exponential,strong,1.25,0.03892597357013638
2.5,aggregate_daily,exponential,strong,1.5,5.202141393268581e-5
2.5,aggregate_daily,exponential,strong,1.75,0.000106312056127434
2.5,aggregate_daily,exponential,strong,2.0,0.01672634035882067
2.5,aggregate_daily,exponential,strong,2.25,0.011526556185519204
2.5,aggregate_daily,exponential,strong,2.5,0.029171651960822265
2.5,aggregate_daily,exponential,strong,2.75,0.023986944092658117
2.5,aggregate_daily,exponential,strong,3.0,8.612975395735544e-9
2.5,aggregate_daily,exponential,strong,3.25,0.004163451396346481
2.5,aggregate_daily,exponential,strong,3.5,0.0065204511529960265
2.5,aggregate_daily,spike_slab,weak,0.0,0.2079065453338732
2.5,aggregate_daily,spike_slab,weak,0.25,0.07968960171228123
2.5,aggregate_daily,spike_slab,weak,0.5,0.07171864044104609
2.5,aggregate_daily,spike_slab,weak,0.75,0.07517555174732231
2.5,aggregate_daily,spike_slab,weak,1.0,0.0659090718361386
2.5,aggregate_daily,spike_slab,weak,1.25,0.08476076421372948
2.5,aggregate_daily,spike_slab,weak,1.5,9.360382152413932e-5
2.5,aggregate_daily,spike_slab,weak,1.75,0.0001151867776288513
2.5,aggregate_daily,spike_slab,weak,2.0,0.05728586501270389
2.5,aggregate_daily,spike_slab,weak,2.25,0.07416841479316547
2.5,aggregate_daily,spike_slab,weak,2.5,0.1538218733430198
2.5,aggregate_daily,spike_slab,weak,2.75,0.08484118093541729
2.5,aggregate_daily,spike_slab,weak,3.0,4.647693473023681e-8
2.5,aggregate_daily,spike_slab,weak,3.25,0.021576658867629803
2.5,aggregate_daily,spike_slab,weak,3.5,0.02293699468758515
2.5,aggregate_daily,spike_slab,moderate,0.0,0.3859659999720083
2.5,aggregate_daily,spike_slab,moderate,0.25,0.05184828973662591
2.5,aggregate_daily,spike_slab,moderate,0.5,0.05106240427895923
2.5,aggregate_daily,spike_slab,moderate,0.75,0.050810839579954574
2.5,aggregate_daily,spike_slab,moderate,1.0,0.05509511446834959
2.5,aggregate_daily,spike_slab,moderate,1.25,0.0553227121394667
2.5,aggregate_daily,spike_slab,moderate,1.5,6.570526287547629e-5
2.5,aggregate_daily,spike_slab,moderate,1.75,0.00010638717237675204
2.5,aggregate_daily,spike_slab,moderate,2.0,0.04361241512586051
2.5,aggregate_daily,spike_slab,moderate,2.25,0.05817328577901026
2.5,aggregate_daily,spike_slab,moderate,2.5,0.12421274346940339
2.5,aggregate_daily,spike_slab,moderate,2.75,0.0806693598427656
2.5,aggregate_daily,spike_slab,moderate,3.0,4.58257211513611e-8
2.5,aggregate_daily,spike_slab,moderate,3.25,0.020324317154851387
2.5,aggregate_daily,spike_slab,moderate,3.5,0.022730380191771295
2.5,aggregate_daily,spike_slab,strong,0.0,0.5701725455237873
2.5,aggregate_daily,spike_slab,strong,0.25,0.027434258255904752
2.5,aggregate_daily,spike_slab,strong,0.5,0.030297586669372358
2.5,aggregate_daily,spike_slab,strong,0.75,0.028300046706213278
2.5,aggregate_daily,spike_slab,strong,1.0,0.04266891089755626
2.5,aggregate_daily,spike_slab,strong,1.25,0.029503318032007186
2.5,aggregate_daily,spike_slab,strong,1.5,3.734939731359325e-5
2.5,aggregate_daily,spike_slab,strong,1.75,9.643120972534694e-5
2.5,aggregate_daily,spike_slab,strong,2.0,0.029373827076199368
2.5,aggregate_daily,spike_slab,strong,2.25,0.03934770373173966
2.5,aggregate_daily,spike_slab,strong,2.5,0.08763808290373488
2.5,aggregate_daily,spike_slab,strong,2.75,0.0741084779005924
2.5,aggregate_daily,spike_slab,strong,3.0,4.509131641907148e-8
2.5,aggregate_daily,spike_slab,strong,3.25,0.018779068175660652
2.5,aggregate_daily,spike_slab,strong,3.5,0.022242348428876676
2.5,aggregate_weekly,half_normal,weak,0.0,0.10026386623639563
2.5,aggregate_weekly,half_normal,weak,0.25,0.10951776905564298
2.5,aggregate_weekly,half_normal,weak,0.5,0.10241183448055523
2.5,aggregate_weekly,half_normal,weak,0.75,0.10196357727376192
2.5,aggregate_weekly,half_normal,weak,1.0,0.09836760262265143
2.5,aggregate_weekly,half_normal,weak,1.25,0.10250399875263631
2.5,aggregate_weekly,half_normal,weak,1.5,9.660939868620835e-5
2.5,aggregate_weekly,half_normal,weak,1.75,8.207241585400039e-5
2.5,aggregate_weekly,half_normal,weak,2.0,0.06030193739150907
2.5,aggregate_weekly,half_normal,weak,2.25,0.09182809532939194
2.5,aggregate_weekly,half_normal,weak,2.5,0.1207641849438462
2.5,aggregate_weekly,half_normal,weak,2.75,0.0662453772807167
2.5,aggregate_weekly,half_normal,weak,3.0,6.024179555645881e-8
2.5,aggregate_weekly,half_normal,weak,3.25,0.023016641939558494
2.5,aggregate_weekly,half_normal,weak,3.5,0.022636372636998286
2.5,aggregate_weekly,half_normal,moderate,0.0,0.1269913883929223
2.5,aggregate_weekly,half_normal,moderate,0.25,0.1346977792787852
2.5,aggregate_weekly,half_normal,moderate,0.5,0.12519707958326165
2.5,aggregate_weekly,half_normal,moderate,0.75,0.1195158072789752
2.5,aggregate_weekly,half_normal,moderate,1.0,0.13246739051320558
2.5,aggregate_weekly,half_normal,moderate,1.25,0.09733139442380229
2.5,aggregate_weekly,half_normal,moderate,1.5,0.0001003849646790633
2.5,aggregate_weekly,half_normal,moderate,1.75,9.714008696353043e-5
2.5,aggregate_weekly,half_normal,moderate,2.0,0.05498997638476761
2.5,aggregate_weekly,half_normal,moderate,2.25,0.06535477870397098
2.5,aggregate_weekly,half_normal,moderate,2.5,0.07856601394866662
2.5,aggregate_weekly,half_normal,moderate,2.75,0.04192420837591385
2.5,aggregate_weekly,half_normal,moderate,3.0,2.972619963614054e-8
2.5,aggregate_weekly,half_normal,moderate,3.25,0.010681595618282884
2.5,aggregate_weekly,half_normal,moderate,3.5,0.012085032719603631
2.5,aggregate_weekly,half_normal,strong,0.0,0.20831341058895697
2.5,aggregate_weekly,half_normal,strong,0.25,0.204809629959665
2.5,aggregate_weekly,half_normal,strong,0.5,0.17719917435985566
2.5,aggregate_weekly,half_normal,strong,0.75,0.1405742485132267
2.5,aggregate_weekly,half_normal,strong,1.0,0.18716701661151333
2.5,aggregate_weekly,half_normal,strong,1.25,0.05329408308847001
2.5,aggregate_weekly,half_normal,strong,1.5,4.807468121220582e-5
2.5,aggregate_weekly,half_normal,strong,1.75,5.224621603921247e-5
2.5,aggregate_weekly,half_normal,strong,2.0,0.01285026120165186
2.5,aggregate_weekly,half_normal,strong,2.25,0.007612801476589228
2.5,aggregate_weekly,half_normal,strong,2.5,0.005661630396750686
2.5,aggregate_weekly,half_normal,strong,2.75,0.0022241432541381047
2.5,aggregate_weekly,half_normal,strong,3.0,3.1529744633310287e-10
2.5,aggregate_weekly,half_normal,strong,3.25,0.00011094002539977722
2.5,aggregate_weekly,half_normal,strong,3.5,8.233931123386732e-5
2.5,aggregate_weekly,exponential,weak,0.0,0.12444960367457197
2.5,aggregate_weekly,exponential,weak,0.25,0.1250254467315255
2.5,aggregate_weekly,exponential,weak,0.5,0.11017813306586917
2.5,aggregate_weekly,exponential,weak,0.75,0.1034677132101132
2.5,aggregate_weekly,exponential,weak,1.0,0.10154950949682853
2.5,aggregate_weekly,exponential,weak,1.25,0.09149228846380737
2.5,aggregate_weekly,exponential,weak,1.5,8.875189658055464e-5
2.5,aggregate_weekly,exponential,weak,1.75,7.986154005482608e-5
2.5,aggregate_weekly,exponential,weak,2.0,0.054683929680415945
2.5,aggregate_weekly,exponential,weak,2.25,0.07940386161409671
2.5,aggregate_weekly,exponential,weak,2.5,0.10600536738623748
2.5,aggregate_weekly,exponential,weak,2.75,0.05984914431282094
2.5,aggregate_weekly,exponential,weak,3.0,5.5403261774893716e-8
2.5,aggregate_weekly,exponential,weak,3.25,0.021410926155844716
2.5,aggregate_weekly,exponential,weak,3.5,0.022315407367971343
2.5,aggregate_weekly,exponential,moderate,0.0,0.20669893632731895
2.5,aggregate_weekly,exponential,moderate,0.25,0.1725437390631746
2.5,aggregate_weekly,exponential,moderate,0.5,0.13433999251012013
2.5,aggregate_weekly,exponential,moderate,0.75,0.10816399530738424
2.5,aggregate_weekly,exponential,moderate,1.0,0.12162523886001661
2.5,aggregate_weekly,exponential,moderate,1.25,0.06391888212613318
2.5,aggregate_weekly,exponential,moderate,1.5,6.586710216257389e-5
2.5,aggregate_weekly,exponential,moderate,1.75,7.733653600520064e-5
2.5,aggregate_weekly,exponential,moderate,2.0,0.03715348994778744
2.5,aggregate_weekly,exponential,moderate,2.25,0.04257055558355875
2.5,aggregate_weekly,exponential,moderate,2.5,0.05475874078176123
2.5,aggregate_weekly,exponential,moderate,2.75,0.0335805809805602
2.5,aggregate_weekly,exponential,moderate,3.0,2.6499520315624284e-8
2.5,aggregate_weekly,exponential,moderate,3.25,0.010368192306767748
2.5,aggregate_weekly,exponential,moderate,3.5,0.01413442606772879
2.5,aggregate_weekly,exponential,strong,0.0,0.33601415909606425
2.5,aggregate_weekly,exponential,strong,0.25,0.22157045389896385
2.5,aggregate_weekly,exponential,strong,0.5,0.14271374169981427
2.5,aggregate_weekly,exponential,strong,0.75,0.0893304356050517
2.5,aggregate_weekly,exponential,strong,1.0,0.11850209684093059
2.5,aggregate_weekly,exponential,strong,1.25,0.029665669645414342
2.5,aggregate_weekly,exponential,strong,1.5,2.6844847051852168e-5
2.5,aggregate_weekly,exponential,strong,1.75,5.0336742966829586e-5
2.5,aggregate_weekly,exponential,strong,2.0,0.014598522695206222
2.5,aggregate_weekly,exponential,strong,2.25,0.012603886598623432
2.5,aggregate_weekly,exponential,strong,2.5,0.01534622178460601
2.5,aggregate_weekly,exponential,strong,2.75,0.01170202207674603
2.5,aggregate_weekly,exponential,strong,3.0,5.450001294058168e-9
2.5,aggregate_weekly,exponential,strong,3.25,0.0028605756593003528
2.5,aggregate_weekly,exponential,strong,3.5,0.005015027359259033
2.5,aggregate_weekly,spike_slab,weak,0.0,0.25027632214457385
2.5,aggregate_weekly,spike_slab,weak,0.25,0.093445682342383
2.5,aggregate_weekly,spike_slab,weak,0.5,0.09068214827688421
2.5,aggregate_weekly,spike_slab,weak,0.75,0.08794590115161957
2.5,aggregate_weekly,spike_slab,weak,1.0,0.09913143868838951
2.5,aggregate_weekly,spike_slab,weak,1.25,0.07880320572374812
2.5,aggregate_weekly,spike_slab,weak,1.5,7.85399102014525e-5
2.5,aggregate_weekly,spike_slab,weak,1.75,8.582688796843952e-5
2.5,aggregate_weekly,spike_slab,weak,2.0,0.05055946916573116
2.5,aggregate_weekly,spike_slab,weak,2.25,0.0711896831458328
2.5,aggregate_weekly,spike_slab,weak,2.5,0.09158142943837491
2.5,aggregate_weekly,spike_slab,weak,2.75,0.05269155385270029
2.5,aggregate_weekly,spike_slab,weak,3.0,4.507716013689522e-8
2.5,aggregate_weekly,spike_slab,weak,3.25,0.015880512309730564
2.5,aggregate_weekly,spike_slab,weak,3.5,0.017648241884701994
2.5,aggregate_weekly,spike_slab,moderate,0.0,0.45412385580478526
2.5,aggregate_weekly,spike_slab,moderate,0.25,0.058200575427757424
2.5,aggregate_weekly,spike_slab,moderate,0.5,0.06006889192357681
2.5,aggregate_weekly,spike_slab,moderate,0.75,0.05699904011997085
2.5,aggregate_weekly,spike_slab,moderate,1.0,0.07664633706430224
2.5,aggregate_weekly,spike_slab,moderate,1.25,0.04896849836632014
2.5,aggregate_weekly,spike_slab,moderate,1.5,4.979488742913706e-5
2.5,aggregate_weekly,spike_slab,moderate,1.75,7.943712175837199e-5
2.5,aggregate_weekly,spike_slab,moderate,2.0,0.03865911829692356
2.5,aggregate_weekly,spike_slab,moderate,2.25,0.05467057041191965
2.5,aggregate_weekly,spike_slab,moderate,2.5,0.0724482439802841
2.5,aggregate_weekly,spike_slab,moderate,2.75,0.04738656382066432
2.5,aggregate_weekly,spike_slab,moderate,3.0,4.341648824759575e-8
2.5,aggregate_weekly,spike_slab,moderate,3.25,0.014351047923780343
2.5,aggregate_weekly,spike_slab,moderate,3.5,0.017347981434039563
2.5,aggregate_weekly,spike_slab,strong,0.0,0.653768243975356
2.5,aggregate_weekly,spike_slab,strong,0.25,0.02890414578715893
2.5,aggregate_weekly,spike_slab,strong,0.5,0.0317088159041465
2.5,aggregate_weekly,spike_slab,strong,0.75,0.02931766217578648
2.5,aggregate_weekly,spike_slab,strong,1.0,0.05164801210085746
2.5,aggregate_weekly,spike_slab,strong,1.25,0.02394195582706016
2.5,aggregate_weekly,spike_slab,strong,1.5,2.5341678305906208e-5
2.5,aggregate_weekly,spike_slab,strong,1.75,7.188508047190597e-5
2.5,aggregate_weekly,spike_slab,strong,2.0,0.027802818216951096
2.5,aggregate_weekly,spike_slab,strong,2.25,0.03490464024096517
2.5,aggregate_weekly,spike_slab,strong,2.5,0.04827845430504165
2.5,aggregate_weekly,spike_slab,strong,2.75,0.03993528617923757
2.5,aggregate_weekly,spike_slab,strong,3.0,4.143439626998196e-8
2.5,aggregate_weekly,spike_slab,strong,3.25,0.012899442423183246
2.5,aggregate_weekly,spike_slab,strong,3.5,0.01679325467108168
2.5,aggregate_monthly,half_normal,weak,0.0,0.1658206850825557
2.5,aggregate_monthly,half_normal,weak,0.25,0.13212094435963853
2.5,aggregate_monthly,half_normal,weak,0.5,0.12296479151618464
2.5,aggregate_monthly,half_normal,weak,0.75,0.22235863732759384
2.5,aggregate_monthly,half_normal,weak,1.0,0.026831666733959845
2.5,aggregate_monthly,half_normal,weak,1.25,0.1371222224832973
2.5,aggregate_monthly,half_normal,weak,1.5,4.363483159454479e-5
