eta,alpha,loglik,logprior,logpost,posterior_weight
0.23,-4.40876277212098,-31804.85297969463,-0.00529,-31804.858269694632,0.0
0.24,-4.409570376829635,-31757.012394408557,-0.00576,-31757.018154408557,0.0
0.25,-4.410415076066698,-31709.401924837955,-0.00625,-31709.408174837954,0.0
0.26,-4.411297044475617,-31662.022681198854,-0.006760000000000001,-31662.029441198854,0.0
0.27,-4.4122164548385,-31614.875761805855,-0.007290000000000001,-31614.883051805857,0.0
0.28,-4.413173478030075,-31567.962252776815,-0.007840000000000001,-31567.970092776814,0.0
0.29,-4.414168282975908,-31521.283227738837,-0.008409999999999999,-31521.291637738836,0.0
0.3,-4.415201036610625,-31474.839747535607,-0.009,-31474.848747535605,0.0
0.31,-4.416271903829312,-31428.632859935944,-0.00961,-31428.642469935945,0.0
0.32,-4.417381047453404,-31382.663599344643,-0.01024,-31382.673839344643,0.0
0.33,-4.418528628178677,-31336.932986514243,-0.010890000000000002,-31336.943876514244,0.0
0.34,-4.4197148045419965,-31291.442028259728,-0.011560000000000003,-31291.453588259727,0.0
0.35,-4.420939732874416,-31246.19171717453,-0.012249999999999999,-31246.20396717453,0.0
0.36,-4.422203567258549,-31201.183031349155,-0.01296,-31201.195991349156,0.0
0.37,-4.423506459493609,-31156.416934092496,-0.01369,-31156.430624092496,0.0
0.38,-4.424848559048513,-31111.894373655177,-0.014440000000000001,-31111.908813655176,0.0
0.39,-4.426230013025219,-31067.61628295608,-0.015210000000000001,-31067.631492956083,0.0
0.4,-4.427650966116943,-31023.583579311548,-0.016000000000000004,-31023.599579311547,0.0
0.41,-4.429111560572352,-30979.797164167892,-0.01681,-30979.813974167893,0.0
0.42,-4.430611936151223,-30936.257922836663,-0.01764,-30936.27556283666,0.0
0.43,-4.432152230090338,-30892.96672423375,-0.01849,-30892.985214233748,0.0
0.44,-4.433732577065115,-30849.924420621825,-0.019360000000000002,-30849.943780621823,0.0
0.45,-4.435353109151237,-30807.13184735635,-0.020250000000000004,-30807.152097356353,0.0
0.46,-4.437013955787137,-30764.589822635466,-0.02116,-30764.610982635466,0.0
0.47,-4.438715243740745,-30722.29914725403,-0.02209,-30722.32123725403,0.0
0.48,-4.440457097071118,-30680.26060436146,-0.02304,-30680.28364436146,0.0
0.49,-4.442239637095184,-30638.47495922413,-0.02401,-30638.498969224132,0.0
0.5,-4.444062982353643,-30596.942958992015,-0.025,-30596.967958992016,0.0
0.51,-4.445927248574293,-30555.66533246984,-0.026010000000000002,-30555.691342469843,0.0
0.52,-4.447832548643902,-30514.642789893187,-0.027040000000000005,-30514.669829893188,0.0
0.53,-4.449778992572391,-30473.876022709137,-0.028090000000000004,-30473.904112709137,0.0
0.54,-4.45176668746214,-30433.36570336203,-0.029160000000000005,-30433.394863362028,0.0
0.55,-4.453795737478146,-30393.11248508437,-0.030250000000000006,-30393.14273508437,0.0
0.56,-4.455866243818178,-30353.117001692914,-0.031360000000000006,-30353.148361692914,0.0
0.57,-4.4579783046795285,-30313.37986738994,-0.03249,-30313.41235738994,0.0
0.58,-4.460132015235985,-30273.90167657048,-0.033639999999999996,-30273.93531657048,0.0
0.59,-4.462327467607139,-30234.683003634706,-0.03481,-30234.717813634707,0.0
0.6,-4.464564750831954,-30195.72440280627,-0.036,-30195.76040280627,0.0
0.61,-4.466843950841479,-30157.026407956437,-0.03721,-30157.063617956435,0.0
0.62,-4.469165150437533,-30118.589532434366,-0.03844,-30118.627972434366,0.0
0.63,-4.471528429263714,-30080.414268903118,-0.03969,-30080.45395890312,0.0
0.64,-4.473933863784083,-30042.501089182144,-0.04096,-30042.542049182142,0.0
0.65,-4.4763815272609975,-30004.850444096013,-0.04225000000000001,-30004.892694096012,0.0
0.66,-4.478871489731233,-29967.46276332937,-0.04356000000000001,-29967.50632332937,0.0
0.67,-4.481403817988934,-29930.338455288686,-0.04489000000000001,-29930.383345288687,0.0
0.68,-4.483978575560883,-29893.477906970158,-0.04624000000000001,-29893.524146970158,0.0
0.69,-4.48659582269201,-29856.881483834735,-0.04760999999999999,-29856.929093834737,0.0
0.7,-4.489255616325778,-29820.54952968959,-0.048999999999999995,-29820.59852968959,0.0
0.71,-4.491958010085426,-29784.482366576387,-0.05041,-29784.532776576387,0.0
0.72,-4.494703054259475,-29748.680294666683,-0.05184,-29748.732134666683,0.0
0.73,-4.497490795788082,-29713.143592164208,-0.05329,-29713.196882164208,0.0
0.74,-4.500321278245991,-29677.872515214,-0.05476,-29677.927275214,0.0
0.75,-4.503194541831448,-29642.867297818953,-0.05625,-29642.923547818955,0.0
0.76,-4.506110623352555,-29608.12815176317,-0.057760000000000006,-29608.18591176317,0.0
0.77,-4.509069556217042,-29573.655266542824,-0.05929,-29573.714556542825,0.0
0.78,-4.512071370424593,-29539.448809304264,-0.060840000000000005,-29539.509649304262,0.0
0.79,-4.515116092551494,-29505.50892478895,-0.062410000000000014,-29505.571334788947,0.0
0.8,-4.51820374575064,-29471.835735286495,-0.06400000000000002,-29471.899735286494,0.0
0.81,-4.521334349736179,-29438.429340594215,-0.06561000000000002,-29438.494950594217,0.0
0.82,-4.524507920785226,-29405.289817984885,-0.06724,-29405.357057984886,0.0
0.83,-4.527724471726771,-29372.41722218122,-0.06888999999999999,-29372.486112181217,0.0
0.84,-4.530984011942536,-29339.811585338277,-0.07056,-29339.882145338277,0.0
0.85,-4.534286547361006,-29307.47291703298,-0.07225,-29307.545167032982,0.0
0.86,-4.537632080455722,-29275.401204261205,-0.07396,-29275.475164261206,0.0
0.87,-4.541020610247841,-29243.596411442504,-0.07569000000000001,-29243.672101442506,0.0
0.88,-4.544452132301018,-29212.058480431773,-0.07744000000000001,-29212.135920431774,0.0
0.89,-4.547926638729081,-29180.78733053903,-0.07921,-29180.86654053903,0.0
0.9,-4.55144411819262,-29149.782858555973,-0.08100000000000002,-29149.86385855597,0.0
0.91,-4.555004555904958,-29119.04493879032,-0.08281000000000001,-29119.12774879032,0.0
0.92,-4.55860793363982,-29088.57342310764,-0.08464,-29088.65806310764,0.0
0.93,-4.562254229728779,-29058.368140979896,-0.08649000000000001,-29058.454630979897,0.0
0.94,-4.5659434190766035,-29028.42889954221,-0.08836,-29028.517259542212,0.0
0.95,-4.569675473162107,-28998.755483656125,-0.09025,-28998.845733656126,0.0
0.96,-4.573450360052647,-28969.347655980673,-0.09216,-28969.439815980673,0.0
0.97,-4.577268044408385,-28940.205157050143,-0.09409000000000001,-28940.29924705014,0.0
0.98,-4.581128487495931,-28911.327705359385,-0.09604,-28911.423745359385,0.0
0.99,-4.585031647198576,-28882.71499745595,-0.09801,-28882.813007455952,0.0
1.0,-4.588977478031637,-28854.36670803946,-0.1,-28854.466708039457,0.0
1.01,-4.5929659311526905,-28826.282490067628,-0.10201,-28826.384500067627,0.0
1.02,-4.5969969543794775,-28798.461974869497,-0.10404000000000001,-28798.566014869495,0.0
1.03,-4.601070492200989,-28770.90477226508,-0.10609,-28771.01086226508,0.0
1.04,-4.605186485799635,-28743.610470692216,-0.10816000000000002,-28743.718630692216,0.0
1.05,-4.609344873065737,-28716.57863733967,-0.11025000000000001,-28716.68888733967,0.0
1.06,-4.6135455886154375,-28689.80881828685,-0.11236000000000002,-28689.921178286848,0.0
1.07,-4.617788563812866,-28663.30053865021,-0.11449000000000001,-28663.415028650208,0.0
1.08,-4.6220737267871925,-28637.053302735647,-0.11664000000000002,-28637.169942735647,0.0
1.09,-4.6264010024573565,-28611.06659419755,-0.11881000000000003,-28611.18540419755,0.0
1.1,-4.630770312551675,-28585.33987620367,-0.12100000000000002,-28585.46087620367,0.0
1.11,-4.635181575631719,-28559.872591606203,-0.12321000000000003,-28559.995801606205,0.0
1.12,-4.63963470711704,-28534.66416311884,-0.12544000000000002,-28534.78960311884,0.0
1.13,-4.644129619309041,-28509.7139934995,-0.12768999999999997,-28509.8416834995,0.0
1.14,-4.64866622141912,-28485.02146573901,-0.12996,-28485.151425739008,0.0
1.15,-4.653244419589129,-28460.585943254842,-0.13224999999999998,-28460.71819325484,0.0
1.16,-4.657864116928039,-28436.4067700912,-0.13455999999999999,-28436.541330091197,0.0
1.17,-4.662525213529847,-28412.483271123336,-0.13688999999999998,-28412.620161123337,0.0
1.18,-4.667227606511943,-28388.814752268117,-0.13924,-28388.953992268118,0.0
1.19,-4.6719711900381355,-28365.400500698866,-0.14160999999999999,-28365.542110698865,0.0
1.2,-4.676755855351047,-28342.239785065514,-0.144,-28342.383785065515,0.0
1.21,-4.681581490806224,-28319.331855719658,-0.14641,-28319.47826571966,0.0
1.22,-4.686447981898567,-28296.675944943785,-0.14884,-28296.824784943787,0.0
1.23,-4.6913552113015555,-28274.271267185657,-0.15129,-28274.42255718566,0.0
1.24,-4.696303058894529,-28252.11701929647,-0.15376,-28252.270779296472,0.0
1.25,-4.701291401799352,-28230.21238077359,-0.15625,-28230.36863077359,0.0
1.26,-4.706320114417082,-28208.55651400739,-0.15876,-28208.715274007387,0.0
1.27,-4.7113890684595106,-28187.148564531704,-0.16129000000000002,-28187.309854531704,0.0
1.28,-4.7164981329858335,-28165.987661278356,-0.16384,-28166.151501278357,0.0
1.29,-4.721647174442722,-28145.072916835314,-0.16641000000000003,-28145.239326835315,0.0
1.3,-4.726836056695021,-28124.40342770798,-0.16900000000000004,-28124.572427707983,0.0
1.31,-4.732064641070082,-28103.978274584373,-0.17161000000000004,-28104.149884584374,0.0
1.32,-4.737332786391875,-28083.796522602926,-0.17424000000000003,-28083.970762602927,0.0
1.33,-4.742640349018501,-28063.857221623515,-0.17689000000000002,-28064.034111623514,0.0
1.34,-4.74798718288568,-28044.159406501578,-0.17956000000000005,-28044.33896650158,0.0
1.35,-4.7533731395425605,-28024.70209736451,-0.18225000000000002,-28024.88434736451,0.0
1.36,-4.758798068194352,-28005.484299890966,-0.18496000000000004,-28005.669259890965,0.0
1.37,-4.764261815740696,-27986.50500559232,-0.18769000000000002,-27986.69269559232,0.0
1.38,-4.769764226816591,-27967.763192096438,-0.19043999999999997,-27967.953632096436,0.0
1.39,-4.77530514383588,-27949.257823433676,-0.19321,-27949.451033433677,0.0
1.4,-4.780884407031323,-27930.98785032458,-0.19599999999999998,-27931.18385032458,0.0
1.41,-4.786501854494674,-27912.9522104694,-0.19881,-27913.151020469402,0.0
1.42,-4.792157322222721,-27895.14982883942,-0.20164,-27895.35146883942,0.0
1.43,-4.797850644158217,-27877.57961796956,-0.20448999999999998,-27877.78410796956,0.0
1.44,-4.803581652231657,-27860.24047825228,-0.20736,-27860.44783825228,0.0
1.45,-4.809350176406468,-27843.1312982328,-0.21025000000000002,-27843.341548232802,0.0
1.46,-4.815156044719089,-27826.250954905092,-0.21316,-27826.46411490509,0.0
1.47,-4.820999083325859,-27809.59831400902,-0.21609,-27809.814404009023,1.833e-320
1.48,-4.82687911654736,-27793.17223032809,-0.21904,-27793.39127032809,2.4870566723e-313
1.49,-4.832795966906787,-27776.971547987447,-0.22201,-27777.193557987448,2.693163814356321e-306
1.5,-4.838749455180249,-27760.99510075286,-0.225,-27761.22010075286,2.3304892528510876e-299
1.51,-4.844739400439408,-27745.241712329665,-0.22801000000000002,-27745.469722329664,1.6134278217354553e-292
1.52,-4.850765620092403,-27729.71019666161,-0.23104000000000002,-27729.94123666161,8.947159500150913e-286
1.53,-4.8568279299315975,-27714.39935823024,-0.23409000000000002,-27714.63344823024,3.978993460888581e-279
1.54,-4.862926144178772,-27699.307992353784,-0.23716,-27699.545152353785,1.4208128160710252e-272
1.55,-4.869060075527756,-27684.434885485785,-0.24025000000000005,-27684.675135485784,4.07852508209046e-266
1.56,-4.875229535187913,-27669.77881551332,-0.24336000000000002,-27670.02217551332,9.423295216344288e-260
1.57,-4.881434332931036,-27655.338552054793,-0.24649000000000001,-27655.585042054794,1.754567952396018e-253
1.58,-4.88767427713654,-27641.11285675705,-0.24964000000000006,-27641.36249675705,2.6359862105361707e-247
1.59,-4.893949174832386,-27627.10048359139,-0.25281000000000003,-27627.35329359139,3.199357451108981e-241
1.6,-4.900258831744537,-27613.300179149166,-0.25600000000000006,-27613.556179149167,3.1410397553131446e-235
1.61,-4.906603052337033,-27599.710682935798,-0.25921000000000005,-27599.9698929358,2.4975981567694385e-229
1.62,-4.912981639858884,-27586.330727663986,-0.26244000000000006,-27586.593167663985,1.6104992862879933e-223
1.63,-4.91939439638756,-27573.15903954547,-0.26569,-27573.42472954547,8.432193165614269e-218
1.64,-4.925841122871617,-27560.194338581357,-0.26896,-27560.46329858136,3.589372177612509e-212
1.65,-4.932321619180158,-27547.435338851257,-0.27225,-27547.70758885126,1.2438065533091114e-206
1.66,-4.938835684138638,-27534.88074880013,-0.27555999999999997,-27535.156308800128,3.513213215118578e-201
1.67,-4.945383115579176,-27522.529271524134,-0.27889,-27522.808161524135,8.099099443134035e-196
1.68,-4.95196371038233,-27510.379605054208,-0.28224,-27510.66184505421,1.5258609186686384e-190
1.69,-4.958577264518027,-27498.4304426377,-0.28561,-27498.716052637697,2.352375665811617e-185
1.7,-4.965223573092459,-27486.680473018245,-0.289,-27486.969473018245,2.9715386826386162e-180
1.71,-4.97190243038645,-27475.12838071313,-0.29241,-27475.420790713128,3.079713994576864e-175
1.72,-4.978613629904061,-27463.772846288903,-0.29584,-27464.0686862889,2.622205330788413e-170
1.73,-4.985356964408396,-27452.612546634078,-0.29929,-27452.911836634077,1.8366437973400689e-165
1.74,-4.992132225969357,-27441.646155230042,-0.30276000000000003,-27441.94891523004,1.0596469874464162e-160
1.75,-4.998939206002007,-27430.87234241903,-0.30625,-27431.17859241903,5.042582042822536e-156
1.76,-5.005777695309206,-27420.289775669713,-0.30976000000000004,-27420.599535669713,1.981887246077564e-151
1.77,-5.012647484121686,-27409.897119840098,-0.31329000000000007,-27410.210409840096,6.441973923220771e-147
1.78,-5.019548362140682,-27399.69303743779,-0.31684,-27400.00987743779,1.734019181518466e-142
1.79,-5.02648011857886,-27389.676188877453,-0.32041000000000003,-27389.996598877453,3.8704861862202533e-138
1.8,-5.033442542197832,-27379.84523273515,-0.32400000000000007,-27380.169232735152,7.173587649469184e-134
1.81,-5.04043542134994,-27370.198826000145,-0.32761,-27370.526436000146,1.105477279677733e-129
1.82,-5.047458544016621,-27360.735624323417,-0.33124000000000003,-27361.066864323417,1.4183702110774966e-125
1.83,-5.054511697848483,-27351.454282263316,-0.3348900000000001,-27351.789172263314,1.5171903370944615e-121
1.84,-5.0615946702028225,-27342.353453527932,-0.33856,-27342.692013527932,1.3548334414143476e-117
1.85,-5.068707248184552,-27333.431791214596,-0.34225000000000005,-27333.774041214598,1.0113746718326171e-113
1.86,-5.075849218677746,-27324.687948045597,-0.34596000000000005,-27325.033908045596,6.31980502171784e-110
1.87,-5.083020368392539,-27316.1205766015,-0.34969000000000006,-27316.4702666015,3.3101365052938535e-106
1.88,-5.090220483891557,-27307.72832955017,-0.35344,-27308.08176955017,1.4552040162738682e-102
1.89,-5.097449351634253,-27299.509859873287,-0.35721,-27299.867069873286,5.376784430911885e-99
1.9,-5.1047067580110195,-27291.46382108905,-0.361,-27291.824821089052,1.6719638913082112e-95
1.91,-5.111992489374728,-27283.58886747134,-0.36481,-27283.953677471338,4.3814830240882694e-92
1.92,-5.119306332082516,-27275.88365426589,-0.36864,-27276.25229426589,9.689232171727376e-89
1.93,-5.126648072524773,-27268.346837902474,-0.37249,-27268.719327902476,1.8105690261471736e-85
1.94,-5.134017497161807,-27260.977076203828,-0.37636000000000003,-27261.353436203826,2.8627353808720365e-82
1.95,-5.141414392558801,-27253.773028591095,-0.38025,-27254.153278591093,3.835040243002774e-79
1.96,-5.148838545413952,-27246.733356285295,-0.38416,-27247.117516285296,4.358757131721121e-76
1.97,-5.156289742597693,-27239.856722505818,-0.38809000000000005,-27240.244812505818,4.2086227469750204e-73
1.98,-5.163767771179977,-27233.141792664734,-0.39204,-27233.533832664732,3.456857771060147e-70
1.99,-5.171272418464383,-27226.58723455782,-0.39601000000000003,-27226.98324455782,2.418609638988112e-67
2.0,-5.178803472017108,-27220.191718551763,-0.4,-27220.591718551765,1.4433453411196849e-64
2.01,-5.186360719701071,-27213.95391776791,-0.4040099999999999,-27214.35792776791,7.3564992239312065e-62
2.02,-5.193943949699786,-27207.872508261946,-0.40804,-27208.280548261944,3.2065910596004264e-59
2.03,-5.201552950556589,-27201.94616920068,-0.4120899999999999,-27202.358259200682,1.1969087362371363e-56
2.04,-5.209187511191686,-27196.173583034048,-0.41616000000000003,-27196.58974303405,3.830855554299364e-54
2.05,-5.216847420943083,-27190.553435664682,-0.42025,-27190.97368566468,1.052733643439667e-51
2.06,-5.224532469582783,-27185.08441661261,-0.42436,-27185.508776612613,2.487129208513191e-49
2.07,-5.232242447353457,-27179.765219177294,-0.42849,-27180.193709177292,5.05827930096091e-47
2.08,-5.239977144990604,-27174.59454059533,-0.4326400000000001,-27175.02718059533,8.867427771629677e-45
2.09,-5.247736353749843,-27169.571082194776,-0.4368099999999999,-27170.007892194775,1.3416737261490654e-42
2.1,-5.25551986543249,-27164.693549545726,-0.44100000000000006,-27165.134549545724,1.7543358407576502e-40
2.11,-5.2633274724111345,-27159.960652607308,-0.44521,-27160.40586260731,1.98497654788996e-38
2.12,-5.271158967655225,-27155.371105871058,-0.44944000000000006,-27155.820545871058,1.9459565383336753e-36
2.13,-5.2790141447532335,-27150.923628500517,-0.4536899999999999,-27151.377318500516,1.6550162611048116e-34
2.14,-5.286892797938236,-27146.616944467485,-0.45796000000000003,-27147.074904467485,1.2226916283196675e-32
2.15,-5.294794722109231,-27142.449782684384,-0.46225,-27142.912032684384,7.856501231295906e-31
2.16,-5.302719712856714,-27138.42087713341,-0.4665600000000001,-27138.88743713341,4.3963152036921823e-29
2.17,-5.3106675664797365,-27134.52896699167,-0.47089000000000003,-27134.99985699167,2.1450796661950092e-27
2.18,-5.318638080013187,-27130.77279675336,-0.4752400000000001,-27131.24803675336,9.13772855319145e-26
2.19,-5.32663105124314,-27127.15111634783,-0.47961000000000004,-27127.63072634783,3.402641551787032e-24
2.2,-5.334646278732436,-27123.662681254766,-0.4840000000000001,-27124.146681254766,1.1089647961019283e-22
2.21,-5.342683561836026,-27120.306252615366,-0.48841,-27120.794662615368,3.167239886818394e-21
2.22,-5.350742700724851,-27117.080597340606,-0.4928400000000001,-27117.573437340605,7.936724766336884e-20
2.23,-5.358823496398628,-27113.984488215512,-0.49729,-27114.48177821551,1.747156538508644e-18
2.24,-5.366925750711431,-27111.016704000787,-0.5017600000000001,-27111.518464000786,3.382850688681968e-17
2.25,-5.375049266383627,-27108.17602953042,-0.50625,-27108.682279530418,5.767958069353819e-16
2.26,-5.383193847022341,-27105.461255806425,-0.5107599999999999,-27105.972015806426,8.671109576371043e-15
2.27,-5.391359297136802,-27102.871180090064,-0.51529,-27103.386470090063,1.1507021160841214e-13
2.28,-5.399545422153693,-27100.404605989945,-0.51984,-27100.924445989946,1.3496041117965004e-12
2.29,-5.407752028436761,-27098.060343547008,-0.52441,-27098.58475354701,1.4006251166608578e-11
2.3,-5.415978923297899,-27095.837209316036,-0.5289999999999999,-27096.366209316035,1.2877258901745067e-10
2.31,-5.424225915014205,-27093.73402644435,-0.53361,-27094.267636444347,1.0500791744233698e-9
2.32,-5.432492812839058,-27091.749624747077,-0.5382399999999999,-27092.28786474708,7.603717426780603e-9
2.33,-5.440779427022591,-27089.88284077993,-0.5428900000000001,-27090.42573077993,4.894862261430169e-8
2.34,-5.449085568816798,-27088.132517908103,-0.5475599999999999,-27088.680077908102,2.8045803383800085e-7
2.35,-5.457411050494301,-27086.497506373038,-0.5522500000000001,-27087.04975637304,1.4318829950965925e-6
2.36,-5.465755685358573,-27084.976663355716,-0.55696,-27085.533623355717,6.521623677237686e-6
2.37,-5.47411928775503,-27083.568853037166,-0.56169,-27084.130543037165,2.652807732356508e-5
2.38,-5.482501673082112,-27082.27294665616,-0.5664399999999999,-27082.83938665616,9.648234852209015e-5
2.39,-5.490902657806629,-27081.087822564255,-0.5712100000000001,-27081.659032564254,0.0003141008669504327
2.4,-5.499322059468028,-27080.01236627758,-0.576,-27080.58836627758,0.0009163335659222469
2.41,-5.507759696692034,-27079.045470526333,-0.58081,-27079.626280526332,0.002398181940726358
2.42,-5.516215389200028,-27078.186035301427,-0.58564,-27078.77167530143,0.0056367978686633685
2.43,-5.524688957816721,-27077.432967898403,-0.5904900000000001,-27078.023457898402,0.011911848219912334
2.44,-5.533180224481242,-27076.78518295889,-0.59536,-27077.38054295889,0.02265653866459693
2.45,-5.541689012253954,-27076.241602509395,-0.6002500000000002,-27076.841852509395,0.03882789542380344
2.46,-5.550215145321573,-27075.80115599737,-0.60516,-27076.40631599737,0.06001985682483284
2.47,-5.558758449011663,-27075.462780325423,-0.6100900000000001,-27076.07287032542,0.08377386844848109
2.48,-5.5673187497926335,-27075.225419882292,-0.61504,-27075.840459882293,0.10569225001694077
2.49,-5.575895875283976,-27075.088026572004,-0.6200100000000002,-27075.708036572003,0.12065737047397242
2.5,-5.584489654261375,-27075.0495598404,-0.625,-27075.6745598404,0.12476495553829997
2.51,-5.593099916664386,-27075.108986699586,-0.63001,-27075.738996699587,0.11697903752996637
2.52,-5.601726493599841,-27075.265281749806,-0.63504,-27075.900321749807,0.09955096281295223
2.53,-5.610369217347824,-27075.51742719936,-0.6400899999999999,-27076.15751719936,0.07697450418642066
2.54,-5.619027921365074,-27075.864412882147,-0.6451600000000001,-27076.509572882147,0.0541316244097068
2.55,-5.627702440291813,-27076.305236273318,-0.65025,-27076.955486273317,0.03465718899105441
2.56,-5.636392609954299,-27076.83890250262,-0.65536,-27077.49426250262,0.02022114722860025
2.57,-5.645098267369093,-27077.4644243658,-0.6604899999999999,-27078.1249143658,0.010762599191632664
2.58,-5.653819250745613,-27078.180822333943,-0.6656400000000001,-27078.846462333942,0.005230616339005807
2.59,-5.662555399489548,-27078.98712456091,-0.6708099999999999,-27079.65793456091,0.0023234586919511717
2.6,-5.671306554206268,-27079.882366888858,-0.6760000000000002,-27080.558366888858,0.0009442395004270713
2.61,-5.6800725567008215,-27080.865592851755,-0.68121,-27081.546802851753,0.0003514065724354096
2.62,-5.688853249983055,-27081.935853677336,-0.6864400000000002,-27082.622293677337,0.00011987542200426885
2.63,-5.69764847826761,-27083.092208286987,-0.6916899999999999,-27083.783898286987,3.7519036490480306e-5
2.64,-5.706458086974777,-27084.333723294007,-0.6969600000000001,-27085.030683294008,1.0783998735321858e-5
2.65,-5.715281922733908,-27085.659473000214,-0.70225,-27086.361723000213,2.84915862299081e-6
2.66,-5.724119833380854,-27087.06853939072,-0.7075600000000001,-27087.776099390718,6.925653620010607e-7
2.67,-5.732971667962232,-27088.56001212731,-0.71289,-27089.272902127308,1.5502709104436554e-7
2.68,-5.741837276732014,-27090.13298853996,-0.7182400000000002,-27090.85122853996,3.198520556905223e-8
2.69,-5.7507165111540814,-27091.7865736171,-0.72361,-27092.5101836171,6.087992525312299e-9
2.7,-5.759609223902231,-27093.51987999421,-0.7290000000000001,-27094.24887999421,1.0699608036233244e-9
2.71,-5.76851526885676,-27095.33202794087,-0.73441,-27096.06643794087,1.737850773327299e-10
2.72,-5.777434501106171,-27097.222145346583,-0.7398400000000002,-27097.96198534658,2.6108787468692996e-11
2.73,-5.786366776945471,-27099.189367705105,-0.74529,-27099.934657705104,3.631332220225587e-12
2.74,-5.79531195387446,-27101.232838097407,-0.7507600000000001,-27101.983598097406,4.679748103566232e-13
2.75,-5.804269890596885,-27103.35170717338,-0.7562500000000001,-27104.10795717338,5.592745443966843e-14
2.76,-5.813240447017876,-27105.545133132215,-0.7617599999999999,-27106.306893132216,6.2035358981072385e-15
2.77,-5.822223484243096,-27107.81228170162,-0.76729,-27108.57957170162,6.391864176311427e-16
2.78,-5.8312188645736285,-27110.152326115633,-0.77284,-27110.925166115634,6.122782427400435e-17
2.79,-5.840226451508528,-27112.564447091678,-0.77841,-27113.342857091677,5.457063121221489e-18
2.8,-5.849246109738004,-27115.047832806027,-0.7839999999999999,-27115.831832806027,4.529085912438751e-19
2.81,-5.858277705140864,-27117.601678868377,-0.7896100000000001,-27118.391288868377,3.5031030605756416e-20
2.82,-5.867321104784509,-27120.22518829553,-0.79524,-27121.02042829553,2.5271566836023504e-21
2.83,-5.876376176918967,-27122.917571483744,-0.8008900000000001,-27123.718461483742,1.7017323048198824e-22
2.84,-5.885442790972633,-27125.67804618016,-0.80656,-27126.48460618016,1.0704585752278857e-23
2.85,-5.894520817553115,-27128.505837453584,-0.8122500000000001,-27129.318087453583,6.295128272707952e-25
2.86,-5.903610128438714,-27131.40017766385,-0.8179599999999999,-27132.21813766385,3.4636083692543464e-26
2.87,-5.912710596575863,-27134.360306430586,-0.82369,-27135.183996430587,1.7843197554089142e-27
2.88,-5.92182209607742,-27137.38547060119,-0.82944,-27138.214910601193,8.613177246745487e-29
2.89,-5.930944502214999,-27140.474924217684,-0.83521,-27141.310134217685,3.8987451504891776e-30
2.9,-5.9400776914164055,-27143.627928483005,-0.8410000000000001,-27144.468928483006,1.6560670971579245e-31
2.91,-5.94922154126138,-27146.84375172644,-0.8468100000000002,-27147.69056172644,6.606027668208554e-33
2.92,-5.958375930474773,-27150.12166936825,-0.85264,-27150.974309368252,2.4764348526595987e-34
2.93,-5.967540738925692,-27153.46096388384,-0.8584900000000002,-27154.31945388384,8.730700759332596e-36
2.94,-5.976715847617271,-27156.860924766763,-0.86436,-27157.725284766762,2.8967802076466082e-37
2.95,-5.985901138684113,-27160.320848491538,-0.8702500000000001,-27161.191098491538,9.05173369768715e-39
2.96,-5.995096495390584,-27163.840038475766,-0.87616,-27164.716198475766,2.665632637660805e-40
2.97,-6.004301802118022,-27167.417805041223,-0.8820900000000003,-27168.299895041222,7.403219976060329e-42
