beta,loglik,logprior,logpost,posterior_weight
0.010000000000000004,-3712.65310744849,0.0,-3712.65310744849,0.0
0.010030017270764148,-3712.4224192786055,0.0,-3712.4224192786055,0.0
0.010060124645182704,-3712.190940635416,0.0,-3712.190940635416,0.0
0.010090322393722262,-3711.958668453343,0.0,-3711.958668453343,0.0
0.010120610787661247,-3711.7255996532663,0.0,-3711.7255996532663,0.0
0.01015099009909242,-3711.4917311401477,0.0,-3711.4917311401477,0.0
0.01018146060092528,-3711.257059805569,0.0,-3711.257059805569,0.0
0.010212022566888532,-3711.021582528939,0.0,-3711.021582528939,0.0
0.010242676271532516,-3710.785296169973,0.0,-3710.785296169973,0.0
0.010273421990231723,-3710.54819757898,0.0,-3710.54819757898,0.0
0.01030425999918723,-3710.3102835872323,0.0,-3710.3102835872323,0.0
0.010335190575429214,-3710.0715510136615,0.0,-3710.0715510136615,0.0
0.010366213996819381,-3709.8319966598465,0.0,-3709.8319966598465,0.0
0.01039733054205354,-3709.5916173140026,0.0,-3709.5916173140026,0.0
0.010428540490664051,-3709.3504097494456,0.0,-3709.3504097494456,0.0
0.010459844123022371,-3709.1083707233147,0.0,-3709.1083707233147,0.0
0.010491241720341521,-3708.8654969756453,0.0,-3708.8654969756453,0.0
0.010522733564678676,-3708.62178523693,0.0,-3708.62178523693,0.0
0.010554319938937667,-3708.3772322125915,0.0,-3708.3772322125915,0.0
0.010586001126871516,-3708.13183460343,0.0,-3708.13183460343,0.0
0.010617777413085009,-3707.885589085301,0.0,-3707.885589085301,0.0
0.010649649083037206,-3707.6384923233054,0.0,-3707.6384923233054,0.0
0.01068161642304407,-3707.3905409636395,0.0,-3707.3905409636395,0.0
0.010713679720280993,-3707.141731640396,0.0,-3707.141731640396,0.0
0.010745839262785401,-3706.8920609676707,0.0,-3706.8920609676707,0.0
0.0107780953394593,-3706.641525545537,0.0,-3706.641525545537,0.0
0.010810448240071931,-3706.390121957007,0.0,-3706.390121957007,0.0
0.01084289825526233,-3706.1378467684344,0.0,-3706.1378467684344,0.0
0.010875445676541967,-3705.8846965295106,0.0,-3705.8846965295106,0.0
0.010908090796297317,-3705.630667774915,0.0,-3705.630667774915,0.0
0.010940833907792548,-3705.3757570196994,0.0,-3705.3757570196994,0.0
0.01097367530517212,-3705.1199607655803,0.0,-3705.1199607655803,0.0
0.011006615283463445,-3704.8632754963473,0.0,-3704.8632754963473,0.0
0.011039654138579493,-3704.6056976754476,0.0,-3704.6056976754476,0.0
0.011072792167321517,-3704.3472237536403,0.0,-3704.3472237536403,0.0
0.011106029667381674,-3704.087850160796,0.0,-3704.087850160796,0.0
0.011139366937345714,-3703.827573314237,0.0,-3703.827573314237,0.0
0.01117280427669567,-3703.566389609254,0.0,-3703.566389609254,0.0
0.011206341985812504,-3703.304295425516,0.0,-3703.304295425516,0.0
0.011239980365978878,-3703.0412871267126,0.0,-3703.0412871267126,0.0
0.011273719719381802,-3702.7773610535146,0.0,-3702.7773610535146,0.0
