eta,alpha,loglik,logprior,logpost,posterior_weight
3.15,-6.171573530627796,-27241.08821944116,-0.0,-27241.08821944116,9.695042037221214e-74
3.16,-6.180947368703897,-27245.656785708637,-0.0,-27245.656785708637,1.0056493478909896e-75
3.17,-6.190329070715421,-27250.271521176102,-0.0,-27250.271521176102,9.960758882228528e-78
3.18,-6.199718543175976,-27254.93187143081,-0.0,-27254.93187143081,9.42601286148052e-80
3.19,-6.209115693580571,-27259.637288010672,-0.0,-27259.637288010672,8.526907903231654e-82
3.2,-6.21852043039965,-27264.387228358173,-0.0,-27264.387228358173,7.3776609031657175e-84
3.21,-6.2279326630671505,-27269.181155773767,-0.0,-27269.181155773767,6.10861095649929e-86
3.22,-6.23735230197795,-27274.018539369783,-0.0,-27274.018539369783,4.8427657716815173e-88
3.23,-6.246779258479336,-27278.898854023846,-0.0,-27278.898854023846,3.677898502177994e-90
3.24,-6.256213444864187,-27283.821580332435,-0.0,-27283.821580332435,2.677237307119063e-92
3.25,-6.265654774361593,-27288.786204564178,-0.0,-27288.786204564178,1.8688651248274629e-94
3.26,-6.275103161131739,-27293.79221861339,-0.0,-27293.79221861339,1.251681063100304e-96
3.27,-6.284558520260788,-27298.839119953547,-0.0,-27298.839119953547,8.047338672806226e-99
3.28,-6.2940207677472415,-27303.92641159039,-0.0,-27303.92641159039,4.969006825643226e-101
3.29,-6.303489820501937,-27309.053602015636,-0.0,-27309.053602015636,2.9482145416647514e-103
3.3,-6.312965596334408,-27314.220205160127,-0.0,-27314.220205160127,1.6816354272504643e-105
3.31,-6.322448013951174,-27319.425740347513,-0.0,-27319.425740347513,9.225642914247334e-108
3.32,-6.33193699294381,-27324.66973224753,-0.0,-27324.66973224753,4.870346897467396e-110
3.33,-6.341432453786382,-27329.95171082977,-0.0,-27329.95171082977,2.4752880419112656e-112
3.34,-6.35093431782181,-27335.271211316987,-0.0,-27335.271211316987,1.2117025885988938e-114
3.35,-6.360442507261865,-27340.627774139135,-0.0,-27340.627774139135,5.7157122944177845e-117
3.36,-6.36995694517438,-27346.020944886848,-0.0,-27346.020944886848,2.599238100200598e-119
3.37,-6.3794775554781324,-27351.45027426545,-0.0,-27351.45027426545,1.1400352364368558e-121
3.38,-6.389004262935174,-27356.91531804886,-0.0,-27356.91531804886,4.824806675123025e-124
3.39,-6.398536993144006,-27362.415637033737,-0.0,-27362.415637033737,1.9711593412880143e-126
3.4,-6.408075672531908,-27367.95079699364,-0.0,-27367.95079699364,7.777361849956202e-129
3.41,-6.417620228348966,-27373.520368633443,-0.0,-27373.520368633443,2.9648182528002505e-131
3.42,-6.427170588656992,-27379.12392754361,-0.0,-27379.12392754361,1.092454510194207e-133
3.43,-6.436726682326963,-27384.76105415506,-0.0,-27384.76105415506,3.892515771116808e-136
3.44,-6.446288439029644,-27390.431333693832,-0.0,-27390.431333693832,1.3417118834727799e-138
3.45,-6.455855789227911,-27396.13435613601,-0.0,-27396.13435613601,4.475773385653681e-141
3.46,-6.465428664170787,-27401.869716162884,-0.0,-27401.869716162884,1.4455492013867664e-143
3.47,-6.475006995885764,-27407.637013116222,-0.0,-27407.637013116222,4.521969572959163e-146
3.48,-6.48459071717113,-27413.435850953723,-0.0,-27413.435850953723,1.3706430285811947e-148
3.49,-6.494179761589152,-27419.26583820466,-0.0,-27419.26583820466,4.027106071876625e-151
3.5,-6.503774063460099,-27425.126587925843,-0.0,-27425.126587925843,1.1473655479004531e-153
