period,t_start,t_end,true_incidence,reported_incidence,eta,rep
16,105.0,112.0,0,0.0,0.5,6
17,112.0,119.0,0,0.0,0.5,6
18,119.0,126.0,0,0.0,0.5,6
19,126.0,133.0,0,0.0,0.5,6
20,133.0,140.0,0,0.0,0.5,6
21,140.0,147.0,0,0.0,0.5,6
1,0.0,7.0,30,30.0,0.5,7
2,7.0,14.0,162,162.0,0.5,7
3,14.0,21.0,486,486.0,0.5,7
4,21.0,28.0,219,219.0,0.5,7
5,28.0,35.0,50,50.0,0.5,7
6,35.0,42.0,10,10.0,0.5,7
7,42.0,49.0,2,2.0,0.5,7
8,49.0,56.0,2,2.0,0.5,7
9,56.0,63.0,1,1.0,0.5,7
10,63.0,70.0,0,0.0,0.5,7
11,70.0,77.0,0,0.0,0.5,7
12,77.0,84.0,0,0.0,0.5,7
13,84.0,91.0,0,0.0,0.5,7
14,91.0,98.0,0,0.0,0.5,7
15,98.0,105.0,0,0.0,0.5,7
16,105.0,112.0,0,0.0,0.5,7
17,112.0,119.0,0,0.0,0.5,7
18,119.0,126.0,0,0.0,0.5,7
19,126.0,133.0,0,0.0,0.5,7
20,133.0,140.0,0,0.0,0.5,7
21,140.0,147.0,0,0.0,0.5,7
1,0.0,7.0,3,3.0,0.5,8
2,7.0,14.0,49,49.0,0.5,8
3,14.0,21.0,342,342.0,0.5,8
4,21.0,28.0,421,421.0,0.5,8
5,28.0,35.0,114,114.0,0.5,8
6,35.0,42.0,21,21.0,0.5,8
7,42.0,49.0,5,5.0,0.5,8
8,49.0,56.0,2,2.0,0.5,8
9,56.0,63.0,2,2.0,0.5,8
10,63.0,70.0,1,1.0,0.5,8
11,70.0,77.0,0,0.0,0.5,8
12,77.0,84.0,0,0.0,0.5,8
13,84.0,91.0,0,0.0,0.5,8
14,91.0,98.0,0,0.0,0.5,8
15,98.0,105.0,0,0.0,0.5,8
16,105.0,112.0,0,0.0,0.5,8
17,112.0,119.0,0,0.0,0.5,8
18,119.0,126.0,0,0.0,0.5,8
19,126.0,133.0,0,0.0,0.5,8
20,133.0,140.0,0,0.0,0.5,8
21,140.0,147.0,0,0.0,0.5,8
1,0.0,7.0,36,36.0,0.5,9
2,7.0,14.0,233,233.0,0.5,9
3,14.0,21.0,461,461.0,0.5,9
4,21.0,28.0,168,168.0,0.5,9
5,28.0,35.0,45,45.0,0.5,9
6,35.0,42.0,12,12.0,0.5,9
7,42.0,49.0,7,7.0,0.5,9
8,49.0,56.0,1,1.0,0.5,9
9,56.0,63.0,2,2.0,0.5,9
10,63.0,70.0,1,1.0,0.5,9
11,70.0,77.0,0,0.0,0.5,9
12,77.0,84.0,0,0.0,0.5,9
13,84.0,91.0,0,0.0,0.5,9
14,91.0,98.0,0,0.0,0.5,9
15,98.0,105.0,0,0.0,0.5,9
16,105.0,112.0,0,0.0,0.5,9
17,112.0,119.0,0,0.0,0.5,9
18,119.0,126.0,0,0.0,0.5,9
19,126.0,133.0,0,0.0,0.5,9
20,133.0,140.0,0,0.0,0.5,9
21,140.0,147.0,0,0.0,0.5,9
1,0.0,7.0,38,38.0,0.5,10
2,7.0,14.0,248,248.0,0.5,10
3,14.0,21.0,466,466.0,0.5,10
4,21.0,28.0,175,175.0,0.5,10
5,28.0,35.0,23,23.0,0.5,10
6,35.0,42.0,10,10.0,0.5,10
7,42.0,49.0,5,5.0,0.5,10
8,49.0,56.0,0,0.0,0.5,10
9,56.0,63.0,1,1.0,0.5,10
10,63.0,70.0,0,0.0,0.5,10
11,70.0,77.0,0,0.0,0.5,10
12,77.0,84.0,0,0.0,0.5,10
13,84.0,91.0,0,0.0,0.5,10
14,91.0,98.0,0,0.0,0.5,10
15,98.0,105.0,0,0.0,0.5,10
16,105.0,112.0,0,0.0,0.5,10
17,112.0,119.0,0,0.0,0.5,10
18,119.0,126.0,0,0.0,0.5,10
19,126.0,133.0,0,0.0,0.5,10
20,133.0,140.0,0,0.0,0.5,10
21,140.0,147.0,0,0.0,0.5,10
1,0.0,7.0,75,75.0,0.5,11
2,7.0,14.0,371,371.0,0.5,11
3,14.0,21.0,367,367.0,0.5,11
4,21.0,28.0,116,116.0,0.5,11
5,28.0,35.0,20,20.0,0.5,11
6,35.0,42.0,11,11.0,0.5,11
7,42.0,49.0,3,3.0,0.5,11
8,49.0,56.0,0,0.0,0.5,11
9,56.0,63.0,0,0.0,0.5,11
10,63.0,70.0,0,0.0,0.5,11
11,70.0,77.0,0,0.0,0.5,11
12,77.0,84.0,0,0.0,0.5,11
13,84.0,91.0,0,0.0,0.5,11
14,91.0,98.0,0,0.0,0.5,11
15,98.0,105.0,1,1.0,0.5,11
16,105.0,112.0,0,0.0,0.5,11
17,112.0,119.0,0,0.0,0.5,11
18,119.0,126.0,0,0.0,0.5,11
19,126.0,133.0,0,0.0,0.5,11
20,133.0,140.0,0,0.0,0.5,11
21,140.0,147.0,0,0.0,0.5,11
1,0.0,7.0,50,50.0,0.5,12
2,7.0,14.0,278,278.0,0.5,12
3,14.0,21.0,456,456.0,0.5,12
4,21.0,28.0,148,148.0,0.5,12
5,28.0,35.0,22,22.0,0.5,12
6,35.0,42.0,11,11.0,0.5,12
7,42.0,49.0,5,5.0,0.5,12
8,49.0,56.0,0,0.0,0.5,12
9,56.0,63.0,2,2.0,0.5,12
10,63.0,70.0,0,0.0,0.5,12
11,70.0,77.0,0,0.0,0.5,12
12,77.0,84.0,0,0.0,0.5,12
13,84.0,91.0,0,0.0,0.5,12
14,91.0,98.0,0,0.0,0.5,12
15,98.0,105.0,0,0.0,0.5,12
16,105.0,112.0,0,0.0,0.5,12
17,112.0,119.0,0,0.0,0.5,12
18,119.0,126.0,0,0.0,0.5,12
19,126.0,133.0,0,0.0,0.5,12
20,133.0,140.0,0,0.0,0.5,12
21,140.0,147.0,0,0.0,0.5,12
1,0.0,7.0,17,17.0,0.5,13
2,7.0,14.0,115,115.0,0.5,13
3,14.0,21.0,448,448.0,0.5,13
4,21.0,28.0,304,304.0,0.5,13
5,28.0,35.0,53,53.0,0.5,13
6,35.0,42.0,14,14.0,0.5,13
7,42.0,49.0,6,6.0,0.5,13
8,49.0,56.0,0,0.0,0.5,13
9,56.0,63.0,1,1.0,0.5,13
10,63.0,70.0,0,0.0,0.5,13
11,70.0,77.0,0,0.0,0.5,13
12,77.0,84.0,0,0.0,0.5,13
13,84.0,91.0,0,0.0,0.5,13
14,91.0,98.0,0,0.0,0.5,13
15,98.0,105.0,0,0.0,0.5,13
16,105.0,112.0,0,0.0,0.5,13
17,112.0,119.0,0,0.0,0.5,13
18,119.0,126.0,0,0.0,0.5,13
19,126.0,133.0,0,0.0,0.5,13
20,133.0,140.0,0,0.0,0.5,13
21,140.0,147.0,0,0.0,0.5,13
1,0.0,7.0,11,11.0,0.5,14
2,7.0,14.0,161,161.0,0.5,14
3,14.0,21.0,451,451.0,0.5,14
4,21.0,28.0,264,264.0,0.5,14
5,28.0,35.0,56,56.0,0.5,14
6,35.0,42.0,12,12.0,0.5,14
7,42.0,49.0,5,5.0,0.5,14
8,49.0,56.0,0,0.0,0.5,14
9,56.0,63.0,1,1.0,0.5,14
10,63.0,70.0,2,2.0,0.5,14
11,70.0,77.0,0,0.0,0.5,14
12,77.0,84.0,0,0.0,0.5,14
13,84.0,91.0,0,0.0,0.5,14
14,91.0,98.0,0,0.0,0.5,14
15,98.0,105.0,0,0.0,0.5,14
16,105.0,112.0,0,0.0,0.5,14
17,112.0,119.0,0,0.0,0.5,14
18,119.0,126.0,0,0.0,0.5,14
19,126.0,133.0,0,0.0,0.5,14
20,133.0,140.0,0,0.0,0.5,14
21,140.0,147.0,0,0.0,0.5,14
1,0.0,7.0,28,28.0,0.5,15
2,7.0,14.0,155,155.0,0.5,15
3,14.0,21.0,438,438.0,0.5,15
4,21.0,28.0,248,248.0,0.5,15
5,28.0,35.0,65,65.0,0.5,15
6,35.0,42.0,20,20.0,0.5,15
7,42.0,49.0,6,6.0,0.5,15
8,49.0,56.0,3,3.0,0.5,15
9,56.0,63.0,2,2.0,0.5,15
10,63.0,70.0,1,1.0,0.5,15
11,70.0,77.0,0,0.0,0.5,15
12,77.0,84.0,0,0.0,0.5,15
13,84.0,91.0,0,0.0,0.5,15
14,91.0,98.0,0,0.0,0.5,15
15,98.0,105.0,0,0.0,0.5,15
16,105.0,112.0,0,0.0,0.5,15
17,112.0,119.0,0,0.0,0.5,15
18,119.0,126.0,0,0.0,0.5,15
19,126.0,133.0,0,0.0,0.5,15
20,133.0,140.0,0,0.0,0.5,15
21,140.0,147.0,0,0.0,0.5,15
1,0.0,7.0,21,21.0,0.5,16
2,7.0,14.0,155,155.0,0.5,16
3,14.0,21.0,500,500.0,0.5,16
4,21.0,28.0,218,218.0,0.5,16
5,28.0,35.0,47,47.0,0.5,16
6,35.0,42.0,15,15.0,0.5,16
7,42.0,49.0,5,5.0,0.5,16
8,49.0,56.0,5,5.0,0.5,16
9,56.0,63.0,1,1.0,0.5,16
10,63.0,70.0,0,0.0,0.5,16
11,70.0,77.0,2,2.0,0.5,16
12,77.0,84.0,0,0.0,0.5,16
13,84.0,91.0,0,0.0,0.5,16
14,91.0,98.0,0,0.0,0.5,16
15,98.0,105.0,0,0.0,0.5,16
16,105.0,112.0,0,0.0,0.5,16
17,112.0,119.0,0,0.0,0.5,16
18,119.0,126.0,0,0.0,0.5,16
19,126.0,133.0,0,0.0,0.5,16
20,133.0,140.0,0,0.0,0.5,16
21,140.0,147.0,0,0.0,0.5,16
1,0.0,7.0,7,7.0,0.5,17
2,7.0,14.0,44,44.0,0.5,17
3,14.0,21.0,214,214.0,0.5,17
4,21.0,28.0,445,445.0,0.5,17
5,28.0,35.0,192,192.0,0.5,17
6,35.0,42.0,41,41.0,0.5,17
7,42.0,49.0,12,12.0,0.5,17
8,49.0,56.0,3,3.0,0.5,17
9,56.0,63.0,0,0.0,0.5,17
10,63.0,70.0,1,1.0,0.5,17
11,70.0,77.0,0,0.0,0.5,17
12,77.0,84.0,0,0.0,0.5,17
13,84.0,91.0,0,0.0,0.5,17
14,91.0,98.0,0,0.0,0.5,17
15,98.0,105.0,0,0.0,0.5,17
16,105.0,112.0,0,0.0,0.5,17
17,112.0,119.0,0,0.0,0.5,17
18,119.0,126.0,0,0.0,0.5,17
19,126.0,133.0,0,0.0,0.5,17
20,133.0,140.0,0,0.0,0.5,17
21,140.0,147.0,0,0.0,0.5,17
1,0.0,7.0,51,51.0,0.5,18
2,7.0,14.0,251,251.0,0.5,18
3,14.0,21.0,424,424.0,0.5,18
4,21.0,28.0,155,155.0,0.5,18
5,28.0,35.0,54,54.0,0.5,18
6,35.0,42.0,11,11.0,0.5,18
7,42.0,49.0,10,10.0,0.5,18
8,49.0,56.0,1,1.0,0.5,18
9,56.0,63.0,0,0.0,0.5,18
10,63.0,70.0,0,0.0,0.5,18
11,70.0,77.0,0,0.0,0.5,18
12,77.0,84.0,0,0.0,0.5,18
13,84.0,91.0,0,0.0,0.5,18
14,91.0,98.0,0,0.0,0.5,18
15,98.0,105.0,0,0.0,0.5,18
16,105.0,112.0,0,0.0,0.5,18
17,112.0,119.0,0,0.0,0.5,18
18,119.0,126.0,0,0.0,0.5,18
19,126.0,133.0,0,0.0,0.5,18
20,133.0,140.0,0,0.0,0.5,18
21,140.0,147.0,0,0.0,0.5,18
1,0.0,7.0,43,43.0,0.5,19
2,7.0,14.0,280,280.0,0.5,19
3,14.0,21.0,442,442.0,0.5,19
4,21.0,28.0,155,155.0,0.5,19
5,28.0,35.0,33,33.0,0.5,19
6,35.0,42.0,4,4.0,0.5,19
7,42.0,49.0,5,5.0,0.5,19
8,49.0,56.0,3,3.0,0.5,19
9,56.0,63.0,0,0.0,0.5,19
10,63.0,70.0,0,0.0,0.5,19
11,70.0,77.0,0,0.0,0.5,19
12,77.0,84.0,0,0.0,0.5,19
13,84.0,91.0,0,0.0,0.5,19
14,91.0,98.0,0,0.0,0.5,19
15,98.0,105.0,0,0.0,0.5,19
16,105.0,112.0,0,0.0,0.5,19
17,112.0,119.0,0,0.0,0.5,19
18,119.0,126.0,0,0.0,0.5,19
19,126.0,133.0,0,0.0,0.5,19
20,133.0,140.0,0,0.0,0.5,19
21,140.0,147.0,0,0.0,0.5,19
1,0.0,7.0,71,71.0,0.5,20
2,7.0,14.0,363,363.0,0.5,20
3,14.0,21.0,392,392.0,0.5,20
4,21.0,28.0,116,116.0,0.5,20
5,28.0,35.0,20,20.0,0.5,20
6,35.0,42.0,3,3.0,0.5,20
7,42.0,49.0,3,3.0,0.5,20
8,49.0,56.0,0,0.0,0.5,20
9,56.0,63.0,1,1.0,0.5,20
10,63.0,70.0,0,0.0,0.5,20
11,70.0,77.0,0,0.0,0.5,20
12,77.0,84.0,0,0.0,0.5,20
13,84.0,91.0,0,0.0,0.5,20
14,91.0,98.0,0,0.0,0.5,20
15,98.0,105.0,0,0.0,0.5,20
16,105.0,112.0,0,0.0,0.5,20
17,112.0,119.0,0,0.0,0.5,20
18,119.0,126.0,0,0.0,0.5,20
19,126.0,133.0,0,0.0,0.5,20
20,133.0,140.0,0,0.0,0.5,20
21,140.0,147.0,0,0.0,0.5,20
