period,t_start,t_end,true_incidence,reported_incidence,eta,rep
12,77.0,84.0,0,0.0,1.5,3
13,84.0,91.0,0,0.0,1.5,3
14,91.0,98.0,0,0.0,1.5,3
15,98.0,105.0,0,0.0,1.5,3
16,105.0,112.0,0,0.0,1.5,3
17,112.0,119.0,0,0.0,1.5,3
18,119.0,126.0,0,0.0,1.5,3
19,126.0,133.0,0,0.0,1.5,3
20,133.0,140.0,0,0.0,1.5,3
21,140.0,147.0,0,0.0,1.5,3
1,0.0,7.0,50,50.0,1.5,4
2,7.0,14.0,270,270.0,1.5,4
3,14.0,21.0,440,440.0,1.5,4
4,21.0,28.0,151,151.0,1.5,4
5,28.0,35.0,36,36.0,1.5,4
6,35.0,42.0,16,16.0,1.5,4
7,42.0,49.0,2,2.0,1.5,4
8,49.0,56.0,0,0.0,1.5,4
9,56.0,63.0,1,1.0,1.5,4
10,63.0,70.0,0,0.0,1.5,4
11,70.0,77.0,0,0.0,1.5,4
12,77.0,84.0,0,0.0,1.5,4
13,84.0,91.0,0,0.0,1.5,4
14,91.0,98.0,0,0.0,1.5,4
15,98.0,105.0,0,0.0,1.5,4
16,105.0,112.0,0,0.0,1.5,4
17,112.0,119.0,0,0.0,1.5,4
18,119.0,126.0,0,0.0,1.5,4
19,126.0,133.0,0,0.0,1.5,4
20,133.0,140.0,0,0.0,1.5,4
21,140.0,147.0,0,0.0,1.5,4
1,0.0,7.0,129,129.0,1.5,5
2,7.0,14.0,465,465.0,1.5,5
3,14.0,21.0,272,272.0,1.5,5
4,21.0,28.0,65,65.0,1.5,5
5,28.0,35.0,8,8.0,1.5,5
6,35.0,42.0,11,11.0,1.5,5
7,42.0,49.0,6,6.0,1.5,5
8,49.0,56.0,1,1.0,1.5,5
9,56.0,63.0,2,2.0,1.5,5
10,63.0,70.0,0,0.0,1.5,5
11,70.0,77.0,0,0.0,1.5,5
12,77.0,84.0,0,0.0,1.5,5
13,84.0,91.0,0,0.0,1.5,5
14,91.0,98.0,0,0.0,1.5,5
15,98.0,105.0,0,0.0,1.5,5
16,105.0,112.0,0,0.0,1.5,5
17,112.0,119.0,0,0.0,1.5,5
18,119.0,126.0,0,0.0,1.5,5
19,126.0,133.0,0,0.0,1.5,5
20,133.0,140.0,0,0.0,1.5,5
21,140.0,147.0,0,0.0,1.5,5
1,0.0,7.0,61,61.0,1.5,6
2,7.0,14.0,411,411.0,1.5,6
3,14.0,21.0,370,370.0,1.5,6
4,21.0,28.0,99,99.0,1.5,6
5,28.0,35.0,19,19.0,1.5,6
6,35.0,42.0,2,2.0,1.5,6
7,42.0,49.0,1,1.0,1.5,6
8,49.0,56.0,0,0.0,1.5,6
9,56.0,63.0,0,0.0,1.5,6
10,63.0,70.0,0,0.0,1.5,6
11,70.0,77.0,0,0.0,1.5,6
12,77.0,84.0,0,0.0,1.5,6
13,84.0,91.0,0,0.0,1.5,6
14,91.0,98.0,0,0.0,1.5,6
15,98.0,105.0,0,0.0,1.5,6
16,105.0,112.0,0,0.0,1.5,6
17,112.0,119.0,0,0.0,1.5,6
18,119.0,126.0,0,0.0,1.5,6
19,126.0,133.0,0,0.0,1.5,6
20,133.0,140.0,0,0.0,1.5,6
21,140.0,147.0,0,0.0,1.5,6
1,0.0,7.0,45,45.0,1.5,7
2,7.0,14.0,335,335.0,1.5,7
3,14.0,21.0,418,418.0,1.5,7
4,21.0,28.0,128,128.0,1.5,7
5,28.0,35.0,20,20.0,1.5,7
6,35.0,42.0,8,8.0,1.5,7
7,42.0,49.0,5,5.0,1.5,7
8,49.0,56.0,0,0.0,1.5,7
9,56.0,63.0,3,3.0,1.5,7
10,63.0,70.0,0,0.0,1.5,7
11,70.0,77.0,2,2.0,1.5,7
12,77.0,84.0,0,0.0,1.5,7
13,84.0,91.0,0,0.0,1.5,7
14,91.0,98.0,0,0.0,1.5,7
15,98.0,105.0,0,0.0,1.5,7
16,105.0,112.0,0,0.0,1.5,7
17,112.0,119.0,0,0.0,1.5,7
18,119.0,126.0,0,0.0,1.5,7
19,126.0,133.0,0,0.0,1.5,7
20,133.0,140.0,0,0.0,1.5,7
21,140.0,147.0,0,0.0,1.5,7
1,0.0,7.0,6,6.0,1.5,8
2,7.0,14.0,58,58.0,1.5,8
3,14.0,21.0,376,376.0,1.5,8
4,21.0,28.0,408,408.0,1.5,8
5,28.0,35.0,84,84.0,1.5,8
6,35.0,42.0,23,23.0,1.5,8
7,42.0,49.0,6,6.0,1.5,8
8,49.0,56.0,1,1.0,1.5,8
9,56.0,63.0,0,0.0,1.5,8
10,63.0,70.0,1,1.0,1.5,8
11,70.0,77.0,0,0.0,1.5,8
12,77.0,84.0,0,0.0,1.5,8
13,84.0,91.0,0,0.0,1.5,8
14,91.0,98.0,0,0.0,1.5,8
15,98.0,105.0,0,0.0,1.5,8
16,105.0,112.0,0,0.0,1.5,8
17,112.0,119.0,0,0.0,1.5,8
18,119.0,126.0,0,0.0,1.5,8
19,126.0,133.0,0,0.0,1.5,8
20,133.0,140.0,0,0.0,1.5,8
21,140.0,147.0,0,0.0,1.5,8
1,0.0,7.0,12,12.0,1.5,9
2,7.0,14.0,118,118.0,1.5,9
3,14.0,21.0,422,422.0,1.5,9
4,21.0,28.0,291,291.0,1.5,9
5,28.0,35.0,82,82.0,1.5,9
6,35.0,42.0,37,37.0,1.5,9
7,42.0,49.0,6,6.0,1.5,9
8,49.0,56.0,3,3.0,1.5,9
9,56.0,63.0,1,1.0,1.5,9
10,63.0,70.0,1,1.0,1.5,9
11,70.0,77.0,1,1.0,1.5,9
12,77.0,84.0,0,0.0,1.5,9
13,84.0,91.0,0,0.0,1.5,9
14,91.0,98.0,0,0.0,1.5,9
15,98.0,105.0,0,0.0,1.5,9
16,105.0,112.0,0,0.0,1.5,9
17,112.0,119.0,0,0.0,1.5,9
18,119.0,126.0,0,0.0,1.5,9
19,126.0,133.0,0,0.0,1.5,9
20,133.0,140.0,0,0.0,1.5,9
21,140.0,147.0,0,0.0,1.5,9
1,0.0,7.0,121,121.0,1.5,10
2,7.0,14.0,459,459.0,1.5,10
3,14.0,21.0,288,288.0,1.5,10
4,21.0,28.0,62,62.0,1.5,10
5,28.0,35.0,16,16.0,1.5,10
6,35.0,42.0,14,14.0,1.5,10
7,42.0,49.0,1,1.0,1.5,10
8,49.0,56.0,2,2.0,1.5,10
9,56.0,63.0,0,0.0,1.5,10
10,63.0,70.0,0,0.0,1.5,10
11,70.0,77.0,0,0.0,1.5,10
12,77.0,84.0,0,0.0,1.5,10
13,84.0,91.0,0,0.0,1.5,10
14,91.0,98.0,0,0.0,1.5,10
15,98.0,105.0,0,0.0,1.5,10
16,105.0,112.0,0,0.0,1.5,10
17,112.0,119.0,0,0.0,1.5,10
18,119.0,126.0,0,0.0,1.5,10
19,126.0,133.0,0,0.0,1.5,10
20,133.0,140.0,0,0.0,1.5,10
21,140.0,147.0,0,0.0,1.5,10
1,0.0,7.0,2,2.0,1.5,11
2,7.0,14.0,26,26.0,1.5,11
3,14.0,21.0,176,176.0,1.5,11
4,21.0,28.0,470,470.0,1.5,11
5,28.0,35.0,208,208.0,1.5,11
6,35.0,42.0,62,62.0,1.5,11
7,42.0,49.0,10,10.0,1.5,11
8,49.0,56.0,4,4.0,1.5,11
9,56.0,63.0,1,1.0,1.5,11
10,63.0,70.0,1,1.0,1.5,11
11,70.0,77.0,0,0.0,1.5,11
12,77.0,84.0,0,0.0,1.5,11
13,84.0,91.0,0,0.0,1.5,11
14,91.0,98.0,0,0.0,1.5,11
15,98.0,105.0,0,0.0,1.5,11
16,105.0,112.0,0,0.0,1.5,11
17,112.0,119.0,0,0.0,1.5,11
18,119.0,126.0,0,0.0,1.5,11
19,126.0,133.0,0,0.0,1.5,11
20,133.0,140.0,0,0.0,1.5,11
21,140.0,147.0,0,0.0,1.5,11
1,0.0,7.0,60,60.0,1.5,12
2,7.0,14.0,295,295.0,1.5,12
3,14.0,21.0,402,402.0,1.5,12
4,21.0,28.0,159,159.0,1.5,12
5,28.0,35.0,29,29.0,1.5,12
6,35.0,42.0,9,9.0,1.5,12
7,42.0,49.0,4,4.0,1.5,12
8,49.0,56.0,0,0.0,1.5,12
9,56.0,63.0,0,0.0,1.5,12
10,63.0,70.0,0,0.0,1.5,12
11,70.0,77.0,0,0.0,1.5,12
12,77.0,84.0,0,0.0,1.5,12
13,84.0,91.0,0,0.0,1.5,12
14,91.0,98.0,0,0.0,1.5,12
15,98.0,105.0,0,0.0,1.5,12
16,105.0,112.0,0,0.0,1.5,12
17,112.0,119.0,0,0.0,1.5,12
18,119.0,126.0,0,0.0,1.5,12
19,126.0,133.0,0,0.0,1.5,12
20,133.0,140.0,0,0.0,1.5,12
21,140.0,147.0,0,0.0,1.5,12
1,0.0,7.0,67,67.0,1.5,13
2,7.0,14.0,295,295.0,1.5,13
3,14.0,21.0,437,437.0,1.5,13
4,21.0,28.0,125,125.0,1.5,13
5,28.0,35.0,26,26.0,1.5,13
6,35.0,42.0,4,4.0,1.5,13
7,42.0,49.0,2,2.0,1.5,13
8,49.0,56.0,2,2.0,1.5,13
9,56.0,63.0,0,0.0,1.5,13
10,63.0,70.0,0,0.0,1.5,13
11,70.0,77.0,0,0.0,1.5,13
12,77.0,84.0,0,0.0,1.5,13
13,84.0,91.0,0,0.0,1.5,13
14,91.0,98.0,0,0.0,1.5,13
15,98.0,105.0,0,0.0,1.5,13
16,105.0,112.0,0,0.0,1.5,13
17,112.0,119.0,0,0.0,1.5,13
18,119.0,126.0,0,0.0,1.5,13
19,126.0,133.0,0,0.0,1.5,13
20,133.0,140.0,0,0.0,1.5,13
21,140.0,147.0,0,0.0,1.5,13
1,0.0,7.0,15,15.0,1.5,14
2,7.0,14.0,123,123.0,1.5,14
3,14.0,21.0,487,487.0,1.5,14
4,21.0,28.0,269,269.0,1.5,14
5,28.0,35.0,61,61.0,1.5,14
6,35.0,42.0,14,14.0,1.5,14
7,42.0,49.0,2,2.0,1.5,14
8,49.0,56.0,2,2.0,1.5,14
9,56.0,63.0,0,0.0,1.5,14
10,63.0,70.0,0,0.0,1.5,14
11,70.0,77.0,0,0.0,1.5,14
12,77.0,84.0,0,0.0,1.5,14
13,84.0,91.0,0,0.0,1.5,14
14,91.0,98.0,0,0.0,1.5,14
15,98.0,105.0,0,0.0,1.5,14
16,105.0,112.0,0,0.0,1.5,14
17,112.0,119.0,0,0.0,1.5,14
18,119.0,126.0,0,0.0,1.5,14
19,126.0,133.0,0,0.0,1.5,14
20,133.0,140.0,0,0.0,1.5,14
21,140.0,147.0,0,0.0,1.5,14
1,0.0,7.0,45,45.0,1.5,15
2,7.0,14.0,337,337.0,1.5,15
3,14.0,21.0,450,450.0,1.5,15
4,21.0,28.0,102,102.0,1.5,15
5,28.0,35.0,17,17.0,1.5,15
6,35.0,42.0,10,10.0,1.5,15
7,42.0,49.0,4,4.0,1.5,15
8,49.0,56.0,2,2.0,1.5,15
9,56.0,63.0,0,0.0,1.5,15
10,63.0,70.0,1,1.0,1.5,15
11,70.0,77.0,0,0.0,1.5,15
12,77.0,84.0,1,1.0,1.5,15
13,84.0,91.0,0,0.0,1.5,15
14,91.0,98.0,0,0.0,1.5,15
15,98.0,105.0,0,0.0,1.5,15
16,105.0,112.0,0,0.0,1.5,15
17,112.0,119.0,0,0.0,1.5,15
18,119.0,126.0,0,0.0,1.5,15
19,126.0,133.0,0,0.0,1.5,15
20,133.0,140.0,0,0.0,1.5,15
21,140.0,147.0,0,0.0,1.5,15
1,0.0,7.0,75,75.0,1.5,16
2,7.0,14.0,437,437.0,1.5,16
3,14.0,21.0,359,359.0,1.5,16
4,21.0,28.0,75,75.0,1.5,16
5,28.0,35.0,12,12.0,1.5,16
6,35.0,42.0,5,5.0,1.5,16
7,42.0,49.0,1,1.0,1.5,16
8,49.0,56.0,1,1.0,1.5,16
9,56.0,63.0,0,0.0,1.5,16
10,63.0,70.0,0,0.0,1.5,16
11,70.0,77.0,0,0.0,1.5,16
12,77.0,84.0,0,0.0,1.5,16
13,84.0,91.0,0,0.0,1.5,16
14,91.0,98.0,0,0.0,1.5,16
15,98.0,105.0,0,0.0,1.5,16
16,105.0,112.0,0,0.0,1.5,16
17,112.0,119.0,0,0.0,1.5,16
18,119.0,126.0,0,0.0,1.5,16
19,126.0,133.0,0,0.0,1.5,16
20,133.0,140.0,0,0.0,1.5,16
21,140.0,147.0,0,0.0,1.5,16
1,0.0,7.0,25,25.0,1.5,17
2,7.0,14.0,194,194.0,1.5,17
3,14.0,21.0,490,490.0,1.5,17
4,21.0,28.0,195,195.0,1.5,17
5,28.0,35.0,33,33.0,1.5,17
6,35.0,42.0,15,15.0,1.5,17
7,42.0,49.0,5,5.0,1.5,17
8,49.0,56.0,3,3.0,1.5,17
9,56.0,63.0,1,1.0,1.5,17
10,63.0,70.0,0,0.0,1.5,17
11,70.0,77.0,1,1.0,1.5,17
12,77.0,84.0,0,0.0,1.5,17
13,84.0,91.0,0,0.0,1.5,17
14,91.0,98.0,0,0.0,1.5,17
15,98.0,105.0,0,0.0,1.5,17
16,105.0,112.0,0,0.0,1.5,17
17,112.0,119.0,0,0.0,1.5,17
18,119.0,126.0,0,0.0,1.5,17
19,126.0,133.0,0,0.0,1.5,17
20,133.0,140.0,0,0.0,1.5,17
21,140.0,147.0,0,0.0,1.5,17
1,0.0,7.0,51,51.0,1.5,18
2,7.0,14.0,383,383.0,1.5,18
3,14.0,21.0,387,387.0,1.5,18
4,21.0,28.0,107,107.0,1.5,18
5,28.0,35.0,23,23.0,1.5,18
6,35.0,42.0,4,4.0,1.5,18
7,42.0,49.0,3,3.0,1.5,18
8,49.0,56.0,2,2.0,1.5,18
9,56.0,63.0,1,1.0,1.5,18
10,63.0,70.0,0,0.0,1.5,18
11,70.0,77.0,0,0.0,1.5,18
12,77.0,84.0,0,0.0,1.5,18
13,84.0,91.0,0,0.0,1.5,18
14,91.0,98.0,0,0.0,1.5,18
15,98.0,105.0,0,0.0,1.5,18
16,105.0,112.0,0,0.0,1.5,18
17,112.0,119.0,0,0.0,1.5,18
18,119.0,126.0,0,0.0,1.5,18
19,126.0,133.0,0,0.0,1.5,18
20,133.0,140.0,0,0.0,1.5,18
21,140.0,147.0,0,0.0,1.5,18
1,0.0,7.0,26,26.0,1.5,19
2,7.0,14.0,118,118.0,1.5,19
3,14.0,21.0,415,415.0,1.5,19
4,21.0,28.0,305,305.0,1.5,19
5,28.0,35.0,68,68.0,1.5,19
6,35.0,42.0,22,22.0,1.5,19
7,42.0,49.0,3,3.0,1.5,19
8,49.0,56.0,1,1.0,1.5,19
9,56.0,63.0,1,1.0,1.5,19
10,63.0,70.0,1,1.0,1.5,19
11,70.0,77.0,0,0.0,1.5,19
12,77.0,84.0,0,0.0,1.5,19
13,84.0,91.0,0,0.0,1.5,19
14,91.0,98.0,0,0.0,1.5,19
15,98.0,105.0,0,0.0,1.5,19
16,105.0,112.0,0,0.0,1.5,19
17,112.0,119.0,0,0.0,1.5,19
18,119.0,126.0,0,0.0,1.5,19
19,126.0,133.0,0,0.0,1.5,19
20,133.0,140.0,0,0.0,1.5,19
21,140.0,147.0,0,0.0,1.5,19
1,0.0,7.0,26,26.0,1.5,20
2,7.0,14.0,220,220.0,1.5,20
3,14.0,21.0,455,455.0,1.5,20
4,21.0,28.0,196,196.0,1.5,20
5,28.0,35.0,51,51.0,1.5,20
6,35.0,42.0,15,15.0,1.5,20
7,42.0,49.0,5,5.0,1.5,20
8,49.0,56.0,2,2.0,1.5,20
9,56.0,63.0,0,0.0,1.5,20
10,63.0,70.0,0,0.0,1.5,20
11,70.0,77.0,0,0.0,1.5,20
12,77.0,84.0,0,0.0,1.5,20
13,84.0,91.0,0,0.0,1.5,20
14,91.0,98.0,0,0.0,1.5,20
15,98.0,105.0,0,0.0,1.5,20
16,105.0,112.0,0,0.0,1.5,20
17,112.0,119.0,0,0.0,1.5,20
18,119.0,126.0,0,0.0,1.5,20
19,126.0,133.0,0,0.0,1.5,20
20,133.0,140.0,0,0.0,1.5,20
21,140.0,147.0,0,0.0,1.5,20
