period,t_start,t_end,true_incidence,reported_incidence,eta,rep
8,49.0,56.0,0,0.0,1.0,6
9,56.0,63.0,2,2.0,1.0,6
10,63.0,70.0,0,0.0,1.0,6
11,70.0,77.0,0,0.0,1.0,6
12,77.0,84.0,0,0.0,1.0,6
13,84.0,91.0,0,0.0,1.0,6
14,91.0,98.0,0,0.0,1.0,6
15,98.0,105.0,0,0.0,1.0,6
16,105.0,112.0,0,0.0,1.0,6
17,112.0,119.0,0,0.0,1.0,6
18,119.0,126.0,0,0.0,1.0,6
19,126.0,133.0,0,0.0,1.0,6
20,133.0,140.0,0,0.0,1.0,6
21,140.0,147.0,0,0.0,1.0,6
1,0.0,7.0,45,45.0,1.0,7
2,7.0,14.0,288,288.0,1.0,7
3,14.0,21.0,432,432.0,1.0,7
4,21.0,28.0,145,145.0,1.0,7
5,28.0,35.0,49,49.0,1.0,7
6,35.0,42.0,5,5.0,1.0,7
7,42.0,49.0,4,4.0,1.0,7
8,49.0,56.0,1,1.0,1.0,7
9,56.0,63.0,0,0.0,1.0,7
10,63.0,70.0,0,0.0,1.0,7
11,70.0,77.0,0,0.0,1.0,7
12,77.0,84.0,0,0.0,1.0,7
13,84.0,91.0,0,0.0,1.0,7
14,91.0,98.0,0,0.0,1.0,7
15,98.0,105.0,0,0.0,1.0,7
16,105.0,112.0,0,0.0,1.0,7
17,112.0,119.0,0,0.0,1.0,7
18,119.0,126.0,0,0.0,1.0,7
19,126.0,133.0,0,0.0,1.0,7
20,133.0,140.0,0,0.0,1.0,7
21,140.0,147.0,0,0.0,1.0,7
1,0.0,7.0,28,28.0,1.0,8
2,7.0,14.0,216,216.0,1.0,8
3,14.0,21.0,479,479.0,1.0,8
4,21.0,28.0,174,174.0,1.0,8
5,28.0,35.0,44,44.0,1.0,8
6,35.0,42.0,16,16.0,1.0,8
7,42.0,49.0,3,3.0,1.0,8
8,49.0,56.0,1,1.0,1.0,8
9,56.0,63.0,0,0.0,1.0,8
10,63.0,70.0,0,0.0,1.0,8
11,70.0,77.0,0,0.0,1.0,8
12,77.0,84.0,0,0.0,1.0,8
13,84.0,91.0,0,0.0,1.0,8
14,91.0,98.0,0,0.0,1.0,8
15,98.0,105.0,0,0.0,1.0,8
16,105.0,112.0,0,0.0,1.0,8
17,112.0,119.0,0,0.0,1.0,8
18,119.0,126.0,0,0.0,1.0,8
19,126.0,133.0,0,0.0,1.0,8
20,133.0,140.0,0,0.0,1.0,8
21,140.0,147.0,0,0.0,1.0,8
1,0.0,7.0,9,9.0,1.0,9
2,7.0,14.0,37,37.0,1.0,9
3,14.0,21.0,238,238.0,1.0,9
4,21.0,28.0,456,456.0,1.0,9
5,28.0,35.0,148,148.0,1.0,9
6,35.0,42.0,51,51.0,1.0,9
7,42.0,49.0,19,19.0,1.0,9
8,49.0,56.0,5,5.0,1.0,9
9,56.0,63.0,3,3.0,1.0,9
10,63.0,70.0,1,1.0,1.0,9
11,70.0,77.0,0,0.0,1.0,9
12,77.0,84.0,0,0.0,1.0,9
13,84.0,91.0,0,0.0,1.0,9
14,91.0,98.0,0,0.0,1.0,9
15,98.0,105.0,0,0.0,1.0,9
16,105.0,112.0,0,0.0,1.0,9
17,112.0,119.0,0,0.0,1.0,9
18,119.0,126.0,0,0.0,1.0,9
19,126.0,133.0,0,0.0,1.0,9
20,133.0,140.0,0,0.0,1.0,9
21,140.0,147.0,0,0.0,1.0,9
1,0.0,7.0,58,58.0,1.0,10
2,7.0,14.0,387,387.0,1.0,10
3,14.0,21.0,383,383.0,1.0,10
4,21.0,28.0,81,81.0,1.0,10
5,28.0,35.0,37,37.0,1.0,10
6,35.0,42.0,9,9.0,1.0,10
7,42.0,49.0,1,1.0,1.0,10
8,49.0,56.0,2,2.0,1.0,10
9,56.0,63.0,0,0.0,1.0,10
10,63.0,70.0,0,0.0,1.0,10
11,70.0,77.0,0,0.0,1.0,10
12,77.0,84.0,0,0.0,1.0,10
13,84.0,91.0,0,0.0,1.0,10
14,91.0,98.0,0,0.0,1.0,10
15,98.0,105.0,0,0.0,1.0,10
16,105.0,112.0,0,0.0,1.0,10
17,112.0,119.0,0,0.0,1.0,10
18,119.0,126.0,0,0.0,1.0,10
19,126.0,133.0,0,0.0,1.0,10
20,133.0,140.0,0,0.0,1.0,10
21,140.0,147.0,0,0.0,1.0,10
1,0.0,7.0,77,77.0,1.0,11
2,7.0,14.0,354,354.0,1.0,11
3,14.0,21.0,369,369.0,1.0,11
4,21.0,28.0,110,110.0,1.0,11
5,28.0,35.0,33,33.0,1.0,11
6,35.0,42.0,6,6.0,1.0,11
7,42.0,49.0,5,5.0,1.0,11
8,49.0,56.0,2,2.0,1.0,11
9,56.0,63.0,3,3.0,1.0,11
10,63.0,70.0,0,0.0,1.0,11
11,70.0,77.0,0,0.0,1.0,11
12,77.0,84.0,1,1.0,1.0,11
13,84.0,91.0,0,0.0,1.0,11
14,91.0,98.0,0,0.0,1.0,11
15,98.0,105.0,0,0.0,1.0,11
16,105.0,112.0,0,0.0,1.0,11
17,112.0,119.0,0,0.0,1.0,11
18,119.0,126.0,0,0.0,1.0,11
19,126.0,133.0,0,0.0,1.0,11
20,133.0,140.0,0,0.0,1.0,11
21,140.0,147.0,0,0.0,1.0,11
1,0.0,7.0,63,63.0,1.0,12
2,7.0,14.0,398,398.0,1.0,12
3,14.0,21.0,381,381.0,1.0,12
4,21.0,28.0,89,89.0,1.0,12
5,28.0,35.0,24,24.0,1.0,12
6,35.0,42.0,11,11.0,1.0,12
7,42.0,49.0,2,2.0,1.0,12
8,49.0,56.0,0,0.0,1.0,12
9,56.0,63.0,1,1.0,1.0,12
10,63.0,70.0,0,0.0,1.0,12
11,70.0,77.0,0,0.0,1.0,12
12,77.0,84.0,0,0.0,1.0,12
13,84.0,91.0,0,0.0,1.0,12
14,91.0,98.0,0,0.0,1.0,12
15,98.0,105.0,0,0.0,1.0,12
16,105.0,112.0,0,0.0,1.0,12
17,112.0,119.0,0,0.0,1.0,12
18,119.0,126.0,0,0.0,1.0,12
19,126.0,133.0,0,0.0,1.0,12
20,133.0,140.0,0,0.0,1.0,12
21,140.0,147.0,0,0.0,1.0,12
1,0.0,7.0,45,45.0,1.0,13
2,7.0,14.0,298,298.0,1.0,13
3,14.0,21.0,429,429.0,1.0,13
4,21.0,28.0,143,143.0,1.0,13
5,28.0,35.0,34,34.0,1.0,13
6,35.0,42.0,8,8.0,1.0,13
7,42.0,49.0,4,4.0,1.0,13
8,49.0,56.0,1,1.0,1.0,13
9,56.0,63.0,1,1.0,1.0,13
10,63.0,70.0,0,0.0,1.0,13
11,70.0,77.0,0,0.0,1.0,13
12,77.0,84.0,0,0.0,1.0,13
13,84.0,91.0,0,0.0,1.0,13
14,91.0,98.0,0,0.0,1.0,13
15,98.0,105.0,0,0.0,1.0,13
16,105.0,112.0,0,0.0,1.0,13
17,112.0,119.0,0,0.0,1.0,13
18,119.0,126.0,0,0.0,1.0,13
19,126.0,133.0,0,0.0,1.0,13
20,133.0,140.0,0,0.0,1.0,13
21,140.0,147.0,0,0.0,1.0,13
1,0.0,7.0,34,34.0,1.0,14
2,7.0,14.0,186,186.0,1.0,14
3,14.0,21.0,433,433.0,1.0,14
4,21.0,28.0,232,232.0,1.0,14
5,28.0,35.0,61,61.0,1.0,14
6,35.0,42.0,15,15.0,1.0,14
7,42.0,49.0,6,6.0,1.0,14
8,49.0,56.0,2,2.0,1.0,14
9,56.0,63.0,0,0.0,1.0,14
10,63.0,70.0,1,1.0,1.0,14
11,70.0,77.0,0,0.0,1.0,14
12,77.0,84.0,0,0.0,1.0,14
13,84.0,91.0,0,0.0,1.0,14
14,91.0,98.0,0,0.0,1.0,14
15,98.0,105.0,0,0.0,1.0,14
16,105.0,112.0,0,0.0,1.0,14
17,112.0,119.0,0,0.0,1.0,14
18,119.0,126.0,0,0.0,1.0,14
19,126.0,133.0,0,0.0,1.0,14
20,133.0,140.0,0,0.0,1.0,14
21,140.0,147.0,0,0.0,1.0,14
1,0.0,7.0,14,14.0,1.0,15
2,7.0,14.0,142,142.0,1.0,15
3,14.0,21.0,408,408.0,1.0,15
4,21.0,28.0,290,290.0,1.0,15
5,28.0,35.0,66,66.0,1.0,15
6,35.0,42.0,20,20.0,1.0,15
7,42.0,49.0,8,8.0,1.0,15
8,49.0,56.0,4,4.0,1.0,15
9,56.0,63.0,1,1.0,1.0,15
10,63.0,70.0,1,1.0,1.0,15
11,70.0,77.0,0,0.0,1.0,15
12,77.0,84.0,0,0.0,1.0,15
13,84.0,91.0,0,0.0,1.0,15
14,91.0,98.0,0,0.0,1.0,15
15,98.0,105.0,0,0.0,1.0,15
16,105.0,112.0,0,0.0,1.0,15
17,112.0,119.0,0,0.0,1.0,15
18,119.0,126.0,0,0.0,1.0,15
19,126.0,133.0,0,0.0,1.0,15
20,133.0,140.0,0,0.0,1.0,15
21,140.0,147.0,0,0.0,1.0,15
1,0.0,7.0,5,5.0,1.0,16
2,7.0,14.0,42,42.0,1.0,16
3,14.0,21.0,239,239.0,1.0,16
4,21.0,28.0,497,497.0,1.0,16
5,28.0,35.0,127,127.0,1.0,16
6,35.0,42.0,34,34.0,1.0,16
7,42.0,49.0,6,6.0,1.0,16
8,49.0,56.0,2,2.0,1.0,16
9,56.0,63.0,1,1.0,1.0,16
10,63.0,70.0,0,0.0,1.0,16
11,70.0,77.0,1,1.0,1.0,16
12,77.0,84.0,0,0.0,1.0,16
13,84.0,91.0,0,0.0,1.0,16
14,91.0,98.0,0,0.0,1.0,16
15,98.0,105.0,0,0.0,1.0,16
16,105.0,112.0,0,0.0,1.0,16
17,112.0,119.0,0,0.0,1.0,16
18,119.0,126.0,0,0.0,1.0,16
19,126.0,133.0,0,0.0,1.0,16
20,133.0,140.0,0,0.0,1.0,16
21,140.0,147.0,0,0.0,1.0,16
1,0.0,7.0,40,40.0,1.0,17
2,7.0,14.0,330,330.0,1.0,17
3,14.0,21.0,394,394.0,1.0,17
4,21.0,28.0,146,146.0,1.0,17
5,28.0,35.0,32,32.0,1.0,17
6,35.0,42.0,14,14.0,1.0,17
7,42.0,49.0,2,2.0,1.0,17
8,49.0,56.0,2,2.0,1.0,17
9,56.0,63.0,1,1.0,1.0,17
10,63.0,70.0,0,0.0,1.0,17
11,70.0,77.0,0,0.0,1.0,17
12,77.0,84.0,0,0.0,1.0,17
13,84.0,91.0,0,0.0,1.0,17
14,91.0,98.0,0,0.0,1.0,17
15,98.0,105.0,0,0.0,1.0,17
16,105.0,112.0,0,0.0,1.0,17
17,112.0,119.0,0,0.0,1.0,17
18,119.0,126.0,0,0.0,1.0,17
19,126.0,133.0,0,0.0,1.0,17
20,133.0,140.0,0,0.0,1.0,17
21,140.0,147.0,0,0.0,1.0,17
1,0.0,7.0,83,83.0,1.0,18
2,7.0,14.0,375,375.0,1.0,18
3,14.0,21.0,376,376.0,1.0,18
4,21.0,28.0,100,100.0,1.0,18
5,28.0,35.0,27,27.0,1.0,18
6,35.0,42.0,8,8.0,1.0,18
7,42.0,49.0,4,4.0,1.0,18
8,49.0,56.0,1,1.0,1.0,18
9,56.0,63.0,0,0.0,1.0,18
10,63.0,70.0,0,0.0,1.0,18
11,70.0,77.0,0,0.0,1.0,18
12,77.0,84.0,0,0.0,1.0,18
13,84.0,91.0,0,0.0,1.0,18
14,91.0,98.0,0,0.0,1.0,18
15,98.0,105.0,0,0.0,1.0,18
16,105.0,112.0,0,0.0,1.0,18
17,112.0,119.0,0,0.0,1.0,18
18,119.0,126.0,0,0.0,1.0,18
19,126.0,133.0,0,0.0,1.0,18
20,133.0,140.0,0,0.0,1.0,18
21,140.0,147.0,0,0.0,1.0,18
1,0.0,7.0,7,7.0,1.0,19
2,7.0,14.0,69,69.0,1.0,19
3,14.0,21.0,371,371.0,1.0,19
4,21.0,28.0,369,369.0,1.0,19
5,28.0,35.0,119,119.0,1.0,19
6,35.0,42.0,30,30.0,1.0,19
7,42.0,49.0,4,4.0,1.0,19
8,49.0,56.0,1,1.0,1.0,19
9,56.0,63.0,3,3.0,1.0,19
10,63.0,70.0,0,0.0,1.0,19
11,70.0,77.0,1,1.0,1.0,19
12,77.0,84.0,0,0.0,1.0,19
13,84.0,91.0,0,0.0,1.0,19
14,91.0,98.0,0,0.0,1.0,19
15,98.0,105.0,0,0.0,1.0,19
16,105.0,112.0,0,0.0,1.0,19
17,112.0,119.0,0,0.0,1.0,19
18,119.0,126.0,0,0.0,1.0,19
19,126.0,133.0,0,0.0,1.0,19
20,133.0,140.0,0,0.0,1.0,19
21,140.0,147.0,0,0.0,1.0,19
1,0.0,7.0,15,15.0,1.0,20
2,7.0,14.0,139,139.0,1.0,20
3,14.0,21.0,477,477.0,1.0,20
4,21.0,28.0,246,246.0,1.0,20
5,28.0,35.0,50,50.0,1.0,20
6,35.0,42.0,27,27.0,1.0,20
7,42.0,49.0,10,10.0,1.0,20
8,49.0,56.0,3,3.0,1.0,20
9,56.0,63.0,0,0.0,1.0,20
10,63.0,70.0,0,0.0,1.0,20
11,70.0,77.0,0,0.0,1.0,20
12,77.0,84.0,0,0.0,1.0,20
13,84.0,91.0,0,0.0,1.0,20
14,91.0,98.0,0,0.0,1.0,20
15,98.0,105.0,0,0.0,1.0,20
16,105.0,112.0,0,0.0,1.0,20
17,112.0,119.0,0,0.0,1.0,20
18,119.0,126.0,0,0.0,1.0,20
19,126.0,133.0,0,0.0,1.0,20
20,133.0,140.0,0,0.0,1.0,20
21,140.0,147.0,0,0.0,1.0,20
