eta,alpha,mean_within_share,mean_degree,beta_mf_true,n_reps
0.0,-4.399999999999835,0.25210413036479373,12.0973,0.48389200000000004,20
0.5,-4.444062982353643,0.39153945284943453,12.0969,0.48387600000000003,20
1.0,-4.588977478031637,0.5522614826269192,12.1221,0.484884,20
1.5,-4.838749455180249,0.7040211231698954,12.140600000000001,0.48562400000000006,20
2.0,-5.178803472017108,0.8213967748241415,12.128900000000002,0.4851560000000001,20
2.5,-5.584489654261375,0.8990557479823276,12.1238,0.484952,20
3.0,-6.031976282960869,0.9455316853123371,12.1621,0.486484,20
