period,t_start,t_end,true_incidence,reported_incidence,eta,rep
13,84.0,91.0,1,1.0,2.5,7
14,91.0,98.0,0,0.0,2.5,7
15,98.0,105.0,0,0.0,2.5,7
16,105.0,112.0,0,0.0,2.5,7
17,112.0,119.0,0,0.0,2.5,7
18,119.0,126.0,0,0.0,2.5,7
19,126.0,133.0,0,0.0,2.5,7
20,133.0,140.0,0,0.0,2.5,7
21,140.0,147.0,0,0.0,2.5,7
1,0.0,7.0,26,26.0,2.5,8
2,7.0,14.0,154,154.0,2.5,8
3,14.0,21.0,432,432.0,2.5,8
4,21.0,28.0,268,268.0,2.5,8
5,28.0,35.0,67,67.0,2.5,8
6,35.0,42.0,11,11.0,2.5,8
7,42.0,49.0,7,7.0,2.5,8
8,49.0,56.0,2,2.0,2.5,8
9,56.0,63.0,3,3.0,2.5,8
10,63.0,70.0,1,1.0,2.5,8
11,70.0,77.0,0,0.0,2.5,8
12,77.0,84.0,0,0.0,2.5,8
13,84.0,91.0,0,0.0,2.5,8
14,91.0,98.0,0,0.0,2.5,8
15,98.0,105.0,0,0.0,2.5,8
16,105.0,112.0,0,0.0,2.5,8
17,112.0,119.0,0,0.0,2.5,8
18,119.0,126.0,0,0.0,2.5,8
19,126.0,133.0,0,0.0,2.5,8
20,133.0,140.0,0,0.0,2.5,8
21,140.0,147.0,0,0.0,2.5,8
1,0.0,7.0,29,29.0,2.5,9
2,7.0,14.0,153,153.0,2.5,9
3,14.0,21.0,439,439.0,2.5,9
4,21.0,28.0,236,236.0,2.5,9
5,28.0,35.0,77,77.0,2.5,9
6,35.0,42.0,21,21.0,2.5,9
7,42.0,49.0,9,9.0,2.5,9
8,49.0,56.0,1,1.0,2.5,9
9,56.0,63.0,1,1.0,2.5,9
10,63.0,70.0,0,0.0,2.5,9
11,70.0,77.0,0,0.0,2.5,9
12,77.0,84.0,0,0.0,2.5,9
13,84.0,91.0,0,0.0,2.5,9
14,91.0,98.0,0,0.0,2.5,9
15,98.0,105.0,0,0.0,2.5,9
16,105.0,112.0,0,0.0,2.5,9
17,112.0,119.0,0,0.0,2.5,9
18,119.0,126.0,0,0.0,2.5,9
19,126.0,133.0,0,0.0,2.5,9
20,133.0,140.0,0,0.0,2.5,9
21,140.0,147.0,0,0.0,2.5,9
1,0.0,7.0,11,11.0,2.5,10
2,7.0,14.0,106,106.0,2.5,10
3,14.0,21.0,362,362.0,2.5,10
4,21.0,28.0,357,357.0,2.5,10
5,28.0,35.0,97,97.0,2.5,10
6,35.0,42.0,23,23.0,2.5,10
7,42.0,49.0,7,7.0,2.5,10
8,49.0,56.0,1,1.0,2.5,10
9,56.0,63.0,2,2.0,2.5,10
10,63.0,70.0,0,0.0,2.5,10
11,70.0,77.0,0,0.0,2.5,10
12,77.0,84.0,0,0.0,2.5,10
13,84.0,91.0,0,0.0,2.5,10
14,91.0,98.0,0,0.0,2.5,10
15,98.0,105.0,0,0.0,2.5,10
16,105.0,112.0,0,0.0,2.5,10
17,112.0,119.0,0,0.0,2.5,10
18,119.0,126.0,0,0.0,2.5,10
19,126.0,133.0,0,0.0,2.5,10
20,133.0,140.0,0,0.0,2.5,10
21,140.0,147.0,0,0.0,2.5,10
1,0.0,7.0,24,24.0,2.5,11
2,7.0,14.0,142,142.0,2.5,11
3,14.0,21.0,446,446.0,2.5,11
4,21.0,28.0,252,252.0,2.5,11
5,28.0,35.0,64,64.0,2.5,11
6,35.0,42.0,17,17.0,2.5,11
7,42.0,49.0,12,12.0,2.5,11
8,49.0,56.0,3,3.0,2.5,11
9,56.0,63.0,1,1.0,2.5,11
10,63.0,70.0,0,0.0,2.5,11
11,70.0,77.0,0,0.0,2.5,11
12,77.0,84.0,0,0.0,2.5,11
13,84.0,91.0,0,0.0,2.5,11
14,91.0,98.0,0,0.0,2.5,11
15,98.0,105.0,0,0.0,2.5,11
16,105.0,112.0,0,0.0,2.5,11
17,112.0,119.0,0,0.0,2.5,11
18,119.0,126.0,0,0.0,2.5,11
19,126.0,133.0,0,0.0,2.5,11
20,133.0,140.0,0,0.0,2.5,11
21,140.0,147.0,0,0.0,2.5,11
1,0.0,7.0,23,23.0,2.5,12
2,7.0,14.0,155,155.0,2.5,12
3,14.0,21.0,333,333.0,2.5,12
4,21.0,28.0,296,296.0,2.5,12
5,28.0,35.0,102,102.0,2.5,12
6,35.0,42.0,24,24.0,2.5,12
7,42.0,49.0,11,11.0,2.5,12
8,49.0,56.0,4,4.0,2.5,12
9,56.0,63.0,2,2.0,2.5,12
10,63.0,70.0,2,2.0,2.5,12
11,70.0,77.0,1,1.0,2.5,12
12,77.0,84.0,1,1.0,2.5,12
13,84.0,91.0,0,0.0,2.5,12
14,91.0,98.0,0,0.0,2.5,12
15,98.0,105.0,0,0.0,2.5,12
16,105.0,112.0,0,0.0,2.5,12
17,112.0,119.0,0,0.0,2.5,12
18,119.0,126.0,0,0.0,2.5,12
19,126.0,133.0,0,0.0,2.5,12
20,133.0,140.0,0,0.0,2.5,12
21,140.0,147.0,0,0.0,2.5,12
1,0.0,7.0,30,30.0,2.5,13
2,7.0,14.0,170,170.0,2.5,13
3,14.0,21.0,348,348.0,2.5,13
4,21.0,28.0,275,275.0,2.5,13
5,28.0,35.0,94,94.0,2.5,13
6,35.0,42.0,28,28.0,2.5,13
7,42.0,49.0,3,3.0,2.5,13
8,49.0,56.0,3,3.0,2.5,13
9,56.0,63.0,2,2.0,2.5,13
10,63.0,70.0,0,0.0,2.5,13
11,70.0,77.0,0,0.0,2.5,13
12,77.0,84.0,0,0.0,2.5,13
13,84.0,91.0,0,0.0,2.5,13
14,91.0,98.0,0,0.0,2.5,13
15,98.0,105.0,0,0.0,2.5,13
16,105.0,112.0,0,0.0,2.5,13
17,112.0,119.0,0,0.0,2.5,13
18,119.0,126.0,0,0.0,2.5,13
19,126.0,133.0,0,0.0,2.5,13
20,133.0,140.0,0,0.0,2.5,13
21,140.0,147.0,0,0.0,2.5,13
1,0.0,7.0,85,85.0,2.5,14
2,7.0,14.0,406,406.0,2.5,14
3,14.0,21.0,357,357.0,2.5,14
4,21.0,28.0,75,75.0,2.5,14
5,28.0,35.0,19,19.0,2.5,14
6,35.0,42.0,5,5.0,2.5,14
7,42.0,49.0,5,5.0,2.5,14
8,49.0,56.0,0,0.0,2.5,14
9,56.0,63.0,0,0.0,2.5,14
10,63.0,70.0,0,0.0,2.5,14
11,70.0,77.0,0,0.0,2.5,14
12,77.0,84.0,0,0.0,2.5,14
13,84.0,91.0,0,0.0,2.5,14
14,91.0,98.0,0,0.0,2.5,14
15,98.0,105.0,0,0.0,2.5,14
16,105.0,112.0,0,0.0,2.5,14
17,112.0,119.0,0,0.0,2.5,14
18,119.0,126.0,0,0.0,2.5,14
19,126.0,133.0,0,0.0,2.5,14
20,133.0,140.0,0,0.0,2.5,14
21,140.0,147.0,0,0.0,2.5,14
1,0.0,7.0,30,30.0,2.5,15
2,7.0,14.0,172,172.0,2.5,15
3,14.0,21.0,438,438.0,2.5,15
4,21.0,28.0,248,248.0,2.5,15
5,28.0,35.0,53,53.0,2.5,15
6,35.0,42.0,18,18.0,2.5,15
7,42.0,49.0,8,8.0,2.5,15
8,49.0,56.0,2,2.0,2.5,15
9,56.0,63.0,0,0.0,2.5,15
10,63.0,70.0,2,2.0,2.5,15
11,70.0,77.0,0,0.0,2.5,15
12,77.0,84.0,0,0.0,2.5,15
13,84.0,91.0,0,0.0,2.5,15
14,91.0,98.0,0,0.0,2.5,15
15,98.0,105.0,0,0.0,2.5,15
16,105.0,112.0,0,0.0,2.5,15
17,112.0,119.0,0,0.0,2.5,15
18,119.0,126.0,0,0.0,2.5,15
19,126.0,133.0,0,0.0,2.5,15
20,133.0,140.0,0,0.0,2.5,15
21,140.0,147.0,0,0.0,2.5,15
1,0.0,7.0,36,36.0,2.5,16
2,7.0,14.0,276,276.0,2.5,16
3,14.0,21.0,442,442.0,2.5,16
4,21.0,28.0,156,156.0,2.5,16
5,28.0,35.0,35,35.0,2.5,16
6,35.0,42.0,9,9.0,2.5,16
7,42.0,49.0,1,1.0,2.5,16
8,49.0,56.0,5,5.0,2.5,16
9,56.0,63.0,2,2.0,2.5,16
10,63.0,70.0,2,2.0,2.5,16
11,70.0,77.0,0,0.0,2.5,16
12,77.0,84.0,0,0.0,2.5,16
13,84.0,91.0,0,0.0,2.5,16
14,91.0,98.0,0,0.0,2.5,16
15,98.0,105.0,0,0.0,2.5,16
16,105.0,112.0,0,0.0,2.5,16
17,112.0,119.0,0,0.0,2.5,16
18,119.0,126.0,0,0.0,2.5,16
19,126.0,133.0,0,0.0,2.5,16
20,133.0,140.0,0,0.0,2.5,16
21,140.0,147.0,0,0.0,2.5,16
1,0.0,7.0,62,62.0,2.5,17
2,7.0,14.0,326,326.0,2.5,17
3,14.0,21.0,397,397.0,2.5,17
4,21.0,28.0,130,130.0,2.5,17
5,28.0,35.0,31,31.0,2.5,17
6,35.0,42.0,7,7.0,2.5,17
7,42.0,49.0,4,4.0,2.5,17
8,49.0,56.0,2,2.0,2.5,17
9,56.0,63.0,2,2.0,2.5,17
10,63.0,70.0,0,0.0,2.5,17
11,70.0,77.0,0,0.0,2.5,17
12,77.0,84.0,0,0.0,2.5,17
13,84.0,91.0,0,0.0,2.5,17
14,91.0,98.0,0,0.0,2.5,17
15,98.0,105.0,0,0.0,2.5,17
16,105.0,112.0,0,0.0,2.5,17
17,112.0,119.0,0,0.0,2.5,17
18,119.0,126.0,0,0.0,2.5,17
19,126.0,133.0,0,0.0,2.5,17
20,133.0,140.0,0,0.0,2.5,17
21,140.0,147.0,0,0.0,2.5,17
1,0.0,7.0,68,68.0,2.5,18
2,7.0,14.0,300,300.0,2.5,18
3,14.0,21.0,390,390.0,2.5,18
4,21.0,28.0,154,154.0,2.5,18
5,28.0,35.0,38,38.0,2.5,18
6,35.0,42.0,13,13.0,2.5,18
7,42.0,49.0,2,2.0,2.5,18
8,49.0,56.0,3,3.0,2.5,18
9,56.0,63.0,1,1.0,2.5,18
10,63.0,70.0,0,0.0,2.5,18
11,70.0,77.0,0,0.0,2.5,18
12,77.0,84.0,0,0.0,2.5,18
13,84.0,91.0,0,0.0,2.5,18
14,91.0,98.0,0,0.0,2.5,18
15,98.0,105.0,0,0.0,2.5,18
16,105.0,112.0,0,0.0,2.5,18
17,112.0,119.0,0,0.0,2.5,18
18,119.0,126.0,0,0.0,2.5,18
19,126.0,133.0,0,0.0,2.5,18
20,133.0,140.0,0,0.0,2.5,18
21,140.0,147.0,0,0.0,2.5,18
1,0.0,7.0,35,35.0,2.5,19
2,7.0,14.0,199,199.0,2.5,19
3,14.0,21.0,408,408.0,2.5,19
4,21.0,28.0,228,228.0,2.5,19
5,28.0,35.0,61,61.0,2.5,19
6,35.0,42.0,20,20.0,2.5,19
7,42.0,49.0,7,7.0,2.5,19
8,49.0,56.0,3,3.0,2.5,19
9,56.0,63.0,2,2.0,2.5,19
10,63.0,70.0,0,0.0,2.5,19
11,70.0,77.0,1,1.0,2.5,19
12,77.0,84.0,2,2.0,2.5,19
13,84.0,91.0,0,0.0,2.5,19
14,91.0,98.0,0,0.0,2.5,19
15,98.0,105.0,0,0.0,2.5,19
16,105.0,112.0,0,0.0,2.5,19
17,112.0,119.0,0,0.0,2.5,19
18,119.0,126.0,0,0.0,2.5,19
19,126.0,133.0,0,0.0,2.5,19
20,133.0,140.0,0,0.0,2.5,19
21,140.0,147.0,0,0.0,2.5,19
1,0.0,7.0,37,37.0,2.5,20
2,7.0,14.0,299,299.0,2.5,20
3,14.0,21.0,407,407.0,2.5,20
4,21.0,28.0,141,141.0,2.5,20
5,28.0,35.0,62,62.0,2.5,20
6,35.0,42.0,21,21.0,2.5,20
7,42.0,49.0,4,4.0,2.5,20
8,49.0,56.0,0,0.0,2.5,20
9,56.0,63.0,1,1.0,2.5,20
10,63.0,70.0,0,0.0,2.5,20
11,70.0,77.0,0,0.0,2.5,20
12,77.0,84.0,0,0.0,2.5,20
13,84.0,91.0,0,0.0,2.5,20
14,91.0,98.0,0,0.0,2.5,20
15,98.0,105.0,0,0.0,2.5,20
16,105.0,112.0,0,0.0,2.5,20
17,112.0,119.0,0,0.0,2.5,20
18,119.0,126.0,0,0.0,2.5,20
19,126.0,133.0,0,0.0,2.5,20
20,133.0,140.0,0,0.0,2.5,20
21,140.0,147.0,0,0.0,2.5,20
